YOUR_DECISION	exact_literal	review_priority	suggested_decision	adjudication_note	current_master_path	claude_b1_status	chatgpt_candidate	scanner_occurrences	scanner_model_count	representative_parent_bones	representative_hierarchies	representative_models	claude_reason	chatgpt_original_reason	YOUR_NOTES
INCLUDE	l bust03 sec	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=l bust02 sec model=kof_xv_angel_body.mdl hits=1/1		kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust); structurally confirmed member of an accepted anatomy chain (parent=l bust02 sec model=kof_xv_angel_body.mdl hits=1/1)		
INCLUDE	l bust04 tip sec	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=l bust03 sec model=kof_xv_angel_body.mdl hits=1/1		kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust); structurally confirmed member of an accepted anatomy chain (parent=l bust03 sec model=kof_xv_angel_body.mdl hits=1/1)		
	LeftBall	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Only Scanner occurrence is parented under LeftHand/RightHand; “Ball” here is a hand control, not testicular anatomy.	groupFile/Arms/LeftArm	INCLUDE_SEXUAL_BONES	NO	1	1			vn_enh_spectre.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:ball)		
	LeftPectoral_helper	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Ordinary pectoral/chest helper on male nude model; Body rather than Sexual Bones.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			heidegger_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pectoral)		
INCLUDE	limp_1	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	genitals	ValveBiped.Bip01_Pelvis > genitals > limp_1	wesker.mdl		direct structural sexual/anogenital bone; manually resolved from name/chain evidence	
INCLUDE	limp_2	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	limp_1	ValveBiped.Bip01_Pelvis > genitals > limp_1 > limp_2	wesker.mdl		direct structural sexual/anogenital bone; manually resolved from name/chain evidence	
INCLUDE	limp_3	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	limp_2	ValveBiped.Bip01_Pelvis > genitals > limp_1 > limp_2 > limp_3	wesker.mdl		direct structural sexual/anogenital bone; manually resolved from name/chain evidence	
	Lulu Necklace.Breast_Left	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=ValveBiped.Bip01_L_Breast1 model=lulu_curvy_dazv5.mdl hits=1/1		lulu_curvy_dazv5.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Lulu Necklace.Breast_Right	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=ValveBiped.Bip01_R_Breast1 model=lulu_curvy_dazv5.mdl hits=1/1		lulu_curvy_dazv5.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
INCLUDE	penus 1	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	penus base	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base > penus 1	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
INCLUDE	penus 2	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	penus 1	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base > penus 1 > penus 2	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
INCLUDE	penus 3	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	penus 2	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base > penus 1 > penus 2 > penus 3	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
INCLUDE	penus 4	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	penus 3	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base > penus 1 > penus 2 > penus 3 > penus 4	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
INCLUDE	penus 5	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	penus 4	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base > penus 1 > penus 2 > penus 3 > penus 4 > penus 5	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
INCLUDE	penus base	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	1	1	ValveBiped.Bip01_Pelvis	rootTransform > root hips > ValveBiped.Bip01_Pelvis > penus base	kidnapper.mdl		explicit sexual/anogenital anatomical BONE name	
	Piercing.Anus_Ring	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	2	2			piercing_anus_ring.mdl; nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Nipple_Ring_Left	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=Piercing.Nipple_Ring_Left_jiggle model=nualia_dazv4.mdl hits=1/1		nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Nipple_Ring_Left_jiggle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=ValveBiped.Bip01_L_Breast1 model=nualia_dazv4.mdl hits=1/1		nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Nipple_Ring_Right	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=Piercing.Nipple_Ring_Right_jiggle model=nualia_dazv4.mdl hits=1/1		nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Nipple_Ring_Right_jiggle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=ValveBiped.Bip01_R_Breast1 model=nualia_dazv4.mdl hits=1/1		nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Pussy_Ring	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=Piercing.Pussy_Ring_jiggle model=nualia_dazv4.mdl hits=1/1		nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Piercing.Pussy_Ring_jiggle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1			nualia_dazv4.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	PulledCorset.Left_Breast	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1			outfit_corset_dazv4.mdl	Clothing structure (corset garment), currently correctly filed in Clothing.		
	PulledCorset.Right_Breast	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1			outfit_corset_dazv4.mdl	Clothing structure (corset garment), currently correctly filed in Clothing.		
INCLUDE	PussParent.002_L.007	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=PussParent.002_L.011 model=buffysugo.mdl hits=1/1		buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss); structurally confirmed member of an accepted anatomy chain (parent=PussParent.002_L.011 model=buffysugo.mdl hits=1/1)		
INCLUDE	PussParent.002_L.008	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=PussParent.002_L.012 model=buffysugo.mdl hits=1/1		buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss); structurally confirmed member of an accepted anatomy chain (parent=PussParent.002_L.012 model=buffysugo.mdl hits=1/1)		
INCLUDE	PussParent.002_L.009	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.010	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.011	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.012	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.014	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.016	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_L.017	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.007	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=PussParent.002_R.011 model=buffysugo.mdl hits=1/1		buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss); structurally confirmed member of an accepted anatomy chain (parent=PussParent.002_R.011 model=buffysugo.mdl hits=1/1)		
INCLUDE	PussParent.002_R.008	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=PussParent.002_R.012 model=buffysugo.mdl hits=1/1		buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss); structurally confirmed member of an accepted anatomy chain (parent=PussParent.002_R.012 model=buffysugo.mdl hits=1/1)		
INCLUDE	PussParent.002_R.009	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.010	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.011	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.012	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.014	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.016	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.002_R.017	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.006	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
INCLUDE	PussParent.007	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			buffysugo.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): puss)		
	Pussy.Ring_Left_Front	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Body	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Pussy.Ring_Left_Middle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Pussy.Ring_Left_Rear	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Pussy.Ring_Right_Front	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Pussy.Ring_Right_Middle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	Pussy.Ring_Right_Rear	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Body	EXCLUDE	NO	2	1	parent=ValveBiped.Bip01_Genitals model=bodypiercings.mdl hits=2/2		bodypiercings.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	PussyRing	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1	parent=PussyRing_jiggle model=outfit_goth.mdl hits=1/1		outfit_goth.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	PussyRing_jiggle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Claude and frozen ChatGPT independently agreed.	groupFile/Clothing	EXCLUDE	NO	1	1			outfit_goth.mdl	Body-jewelry/piercing accessory (ring, chain, barbell, or necklace) attached near anatomy, not the anatomy itself.		
	R Bust Spo	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Male Heidegger body, terminal under collar; “Bust” here is upper torso/chest usage, not breast.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			heidegger_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust)		
INCLUDE	r bust01 sec root	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust)		
INCLUDE	r bust02 sec	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=r bust01 sec root model=kof_xv_angel_body.mdl hits=1/1		kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust); structurally confirmed member of an accepted anatomy chain (parent=r bust01 sec root model=kof_xv_angel_body.mdl hits=1/1)		
INCLUDE	r bust03 sec	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	NO	1	1	parent=r bust02 sec model=kof_xv_angel_body.mdl hits=1/1		kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust); structurally confirmed member of an accepted anatomy chain (parent=r bust02 sec model=kof_xv_angel_body.mdl hits=1/1)		
INCLUDE	r bust04 tip sec	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	Structural/lexical evidence supports sexual anatomy; Claude found a candidate my first retrieval missed.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1	parent=r bust03 sec model=kof_xv_angel_body.mdl hits=1/1		kof_xv_angel_body.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): bust); structurally confirmed member of an accepted anatomy chain (parent=r bust03 sec model=kof_xv_angel_body.mdl hits=1/1)		
	RightBall	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Only Scanner occurrence is parented under LeftHand/RightHand; “Ball” here is a hand control, not testicular anatomy.	groupFile/Arms/RightArm	INCLUDE_SEXUAL_BONES	NO	1	1			vn_enh_spectre.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): ball); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:ball)		
	RightPectoral_helper	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Ordinary pectoral/chest helper on male nude model; Body rather than Sexual Bones.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			heidegger_nude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pectoral)		
	Sack_Middle	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Baldur’s Gate Props/food.mdl; sack/bag prop, not scrotum.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	NO	1	1			food.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): sack); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:sack)		
	Sack_Top	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Baldur’s Gate Props/food.mdl; sack/bag prop, not scrotum.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			food.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): sack); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:sack)		
INCLUDE	Shaft	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	kp0988/props/onahole.mdl; prop/sex-toy shaft rather than character anatomy.	groupFile/Body	INCLUDE_SEXUAL_BONES	NO	1	1			onahole.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): shaft)		
	translator	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES	ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.			YES	2	2	penis.006	bip_pelvis > cockbase > penis > penis.001 > penis.002 > penis.003 > penis.004 > penis.005 > penis.006 > translator	penis.mdl | bdv1legs.mdl		direct structural sexual/anogenital bone; manually resolved from name/chain evidence	
	unused	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Explicit unused/duplicate control; keep out of Sexual Bones.	groupFile/Useless	HUMAN_REVIEW	NO	11	10	parent=breast left 1 model=nudessx.mdl hits=1/11		icarusnude.mdl; io.mdl; tifa.mdl	Direct structural child of an accepted breast/genital anatomy chain (confirmed by Parent Bone), but the control's own name is prefixed/labeled 'unused' and it currently sits in groupFile/Useless.		
	unused duplicate duplicate unused	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	Explicit unused/duplicate control; keep out of Sexual Bones.	groupFile/Useless	HUMAN_REVIEW	NO	1	1	parent=breast left 3 model=nudessx.mdl hits=1/1		nudessx.mdl	Direct structural child of an accepted breast/genital anatomy chain (confirmed by Parent Bone), but the control's own name is prefixed/labeled 'unused' and it currently sits in groupFile/Useless.		
