exact_literal	ascii_fold	provenance	current_master_path	final_master_path	decision_basis	human_review_status	casefold_carryalong	source_artifact
PeachesTwistAttachment与(*0.4)_L	peachestwistattachment与(*0.4)_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PeachesTwistAttachment与(*0.4)_R	peachestwistattachment与(*0.4)_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PeachesTwistNothing_L	peachestwistnothing_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PeachesTwistNothing_R	peachestwistnothing_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Pecs_End_L	pecs_end_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Pecs_End_R	pecs_end_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Pecs_Start_L	pecs_start_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Pecs_Start_R	pecs_start_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phy_Thigh.L	phy_thigh.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phy_Thigh.R	phy_thigh.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_Thigh.L	phys_thigh.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_Thigh.R	phys_thigh.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.000	phys_thigh.l.000	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.001	phys_thigh.l.001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.002	phys_thigh.l.002	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.003	phys_thigh.l.003	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.004	phys_thigh.l.004	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.005	phys_thigh.l.005	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.006	phys_thigh.l.006	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.007	phys_thigh.l.007	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.008	phys_thigh.l.008	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.009	phys_thigh.l.009	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.010	phys_thigh.l.010	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.011	phys_thigh.l.011	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.012	phys_thigh.l.012	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.013	phys_thigh.l.013	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.014	phys_thigh.l.014	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.015	phys_thigh.l.015	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.016	phys_thigh.l.016	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.017	phys_thigh.l.017	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.018	phys_thigh.l.018	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.019	phys_thigh.l.019	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.L.020	phys_thigh.l.020	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.000	phys_thigh.r.000	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.001	phys_thigh.r.001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.002	phys_thigh.r.002	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.003	phys_thigh.r.003	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.004	phys_thigh.r.004	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.005	phys_thigh.r.005	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.006	phys_thigh.r.006	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.007	phys_thigh.r.007	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.008	phys_thigh.r.008	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.009	phys_thigh.r.009	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.010	phys_thigh.r.010	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.011	phys_thigh.r.011	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.012	phys_thigh.r.012	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.013	phys_thigh.r.013	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.014	phys_thigh.r.014	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.015	phys_thigh.r.015	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.016	phys_thigh.r.016	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.017	phys_thigh.r.017	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.018	phys_thigh.r.018	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.019	phys_thigh.r.019	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Phys_thigh.R.020	phys_thigh.r.020	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Poplit_L	poplit_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
Poplit_R	poplit_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PushElbow_L_grp	pushelbow_l_grp	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PushElbow_R_grp	pushelbow_r_grp	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PushKnee_L_grp	pushknee_l_grp	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
PushKnee_R_grp	pushknee_r_grp	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
