fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
door2	Door2	CLEAR	a door prop, variant 2	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	12706
dummy03	Dummy03	OPAQUE	generic numbered placeholder/dummy object	NOT_APPLICABLE		Low	dummy plus a number carries no anatomical content	generic technical placeholder	2	2984
end/beam/shrink	End/beam/shrink	PARTIAL	three loosely related technical words with no clear combined meaning	NEEDS_CONTEXT		Low	'beam' names a real object and 'shrink' names a real deformation action; the combined referent/ownership is unresolved	corrected: semantic_referent names a real object/function -- not semantically opaque; ownership/destination remains genuinely unresolved	2	13150
erectnips	ErectNips	CLEAR	erect nipples	CLEAR	groupFile/Body Morphs	High		plain body-morph term	2	13157
f7	F7	OPAQUE	an ambiguous 2-character code	NOT_APPLICABLE		Low	could be a function-key reference, an instrument key, or unrelated	no reliable referent	2	13580
feather 1a	feather 1a	PARTIAL	a feather (creature/costume appendage), variant 1a	NEEDS_CONTEXT		Medium	could belong to a wing, a headdress, or a costume accessory -- object not specified	appendage referent clear, owning structure unclear (semantic_status corrected to PARTIAL: the owning structure (wing, headdress, or costume) remains genuinely unresolved even though the object itself (a feather) is clear -- taxonomy_status/destination unaffected, per the semantic/taxonomy independence invariant)	2	24016
feather 2a	feather 2a	PARTIAL	a feather (creature/costume appendage), variant 2a	NEEDS_CONTEXT		Medium	same reasoning as feather 1a	appendage referent clear, owning structure unclear (semantic_status corrected to PARTIAL: the owning structure remains genuinely unresolved even though the object itself (a feather) is clear -- taxonomy_status/destination unaffected, per the semantic/taxonomy independence invariant)	2	24018
frily_41.l	Frily_41.L	CLEAR	a frill/decorative trim, numbered 41, left	CLEAR	groupFile/Clothing	Medium		"Frily reads as ""frilly"" clothing decoration"	2	14232
gentle_4	gentle_4	OPAQUE	"a ""gentle"" quality applied to an unspecified object/motion"	NOT_APPLICABLE		Low	no object or body part named	generic adjective with no referent	2	24209
growlowerteeth	growLowerTeeth	CLEAR	lower teeth growing/extending	CLEAR	groupFile/Face/Lower Face	High		explicit teeth-growth morph	2	24249
hat_right_2_jiggle	Hat_Right_2_jiggle	CLEAR	hat, right, jiggle-physics	CLEAR	groupFile/Clothing	High		plain clothing item	2	15229
holster_base	Holster_Base	CLEAR	base component of a weapon holster	CLEAR	groupFile/Clothing	Medium		settled policy (V2): a holster's primary real-world function is to be worn as body/character equipment; the complete literal does not positively establish it as a component of a weapon/prop assembly, so the worn-equipment default (Clothing) applies	2	15470
horn2	Horn2; horn2	CLEAR	a horn (creature/appendage), variant 2	CLEAR	groupFile/Other	High		horn, existing Other precedent	2	2156; 2666
houjin 9_1	Houjin 9_1	OPAQUE	"unclear term (""Houjin""), numbered"	NOT_APPLICABLE		Low	not a term I can confidently resolve to an animator-facing meaning	unrecognized word, no anatomical/clothing anchor	2	15493
juriclothes_reference	Juriclothes_reference	CLEAR	"a reference/guide bone for a character's (""Juri"") clothes"	CLEAR	groupFile/Clothing	Medium		"primary owner (""clothes"") is reliable; a ""_reference""/guide-bone naming style is a control-desirability question, not a taxonomy question, and does not block classification"	2	15825
kargathbladefist_bone12	kargathbladefist_Bone12	OPAQUE	"a numbered bone on a specific character's (""Kargath Bladefist"") skeleton, no part named"	NOT_APPLICABLE		Low	bone12 carries no anatomical specificity	bare numbered technical bone despite a named source character	2	8671
key.white_25	Key.White_25	CLEAR	white piano/instrument key, numbered 25	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	15958
l bust01 sec root	l bust01 sec root	CLEAR	left bust/breast, segment 01, secondary jiggle-physics root	CLEAR	groupFile/Body	High		corrected: a secondary jiggle-physics root/bone, not a shape/size descriptor; per settled doctrine, plain anatomy/bone/root/structural segment routes to Body, not Body Morphs	2	26335
l_neck_19	l_neck_19	CLEAR	left-side neck, numbered	CLEAR	groupFile/Body	Medium		neck is the explicit anatomical referent	2	26506
l_side_holster_0u_0v	l_side_holster_0u_0v	CLEAR	left-side weapon holster, with a UV-style coordinate suffix	CLEAR	groupFile/Clothing	Medium		settled policy (V2): a holster's primary real-world function is to be worn as body/character equipment; the complete literal does not positively establish it as a component of a weapon/prop assembly, so the worn-equipment default (Clothing) applies	2	26529
left index intermediate	Left Index Intermediate	CLEAR	left index finger, intermediate phalanx	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard finger-joint terminology	2	16260
leg back ankle left	leg back ankle left	CLEAR	left ankle, back position	CLEAR	groupFile/Legs	High		explicit leg/ankle control	2	26604
leg left boot tassle 3a	leg left boot tassle 3a	CLEAR	"left leg, boot, tassel accessory, variant 3a (obvious misspelling of ""tassel"")"	CLEAR	groupFile/Clothing	High		boot/tassel are explicit clothing referents	2	26632
leg left stc	leg left StC	PARTIAL	"left leg, unclear ""StC"" qualifier"	CLEAR	groupFile/Legs	Medium		"primary owner (""leg left"") is reliable; the unresolved ""StC"" qualifier does not create a competing owner or category (semantic_status corrected to PARTIAL: the ""StC"" qualifier remains genuinely undecoded even though the owner (leg left) is clear enough for taxonomy -- taxonomy_status/destination unaffected, per the semantic/taxonomy independence invariant)"	2	3964
leg left thigh ctr4	leg left thigh ctr4	CLEAR	left thigh control, variant 4	CLEAR	groupFile/Legs	High		explicit thigh control	2	26664
light 3	Light 3	PARTIAL	"either a light-source prop or a ""light"" degree adjective, variant 3"	NEEDS_CONTEXT		Low	'light' plausibly names a real light-source prop (compare Torch3 -> Other); the adjective reading keeps ownership unresolved	corrected: semantic_referent names a real object/function -- not semantically opaque; ownership/destination remains genuinely unresolved	2	16588
lipupperinner_l	LipUpperInner_L	CLEAR	upper lip, inner, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	2	5452
lipur	lipur	OPAQUE	unclear truncated/abbreviated term	NOT_APPLICABLE		Low	does not confidently resolve to a specific word	ambiguous short fragment	2	348
loincloth back 1	loincloth back 1	CLEAR	loincloth, back, variant 1	CLEAR	groupFile/Clothing	High		plain garment item	2	1855
loot_gen_backpack_d_posed_a_mesh	LOOT_GEN_Backpack_D_Posed_A_Mesh	CLEAR	a backpack prop mesh, posed variant	CLEAR	groupFile/Clothing	High		named worn accessory (backpack) ending in _Mesh; worn items follow Clothing's worn-accessories rule	2	16201
lowerarm_roll_left_0	lowerarm_roll_left_0	CLEAR	left forearm roll/twist bone	CLEAR	groupFile/Arms	High		twist/roll arm bone, ordinary deformation articulation	2	8836
magnifier	Magnifier	CLEAR	a magnifying-glass prop	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	5487
mainlidsurprised	MainLidSurprised	CLEAR	"main eyelid, ""surprised"" expression"	CLEAR	groupFile/Face/Eyes	High		explicit eyelid-expression control	2	16832
middlewirebulgeup	MiddleWireBulgeUp	PARTIAL	"an upward bulge effect from a ""wire"" support, object unspecified"	NEEDS_CONTEXT		Low	likely a corset/garment wire-support bulge, but the garment isn't named	bulge+wire+direction without a specific garment referent	2	16930
nostrils_pushin	nostrils_pushin	CLEAR	"nostrils, ""push in"" action"	CLEAR	groupFile/Face/Mid Face	High		explicit nostril control	2	27240
object12	Object12	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	2	17293
opt_acs_year_l8	OPT_acs_year_l8	OPAQUE	"unclear accessory referenced by ""year"", left, segment 8"	NOT_APPLICABLE		Low	year does not resolve to any recognizable object or body part	reverted (V2): the abbreviation expansion used in V1 was merely plausible, not grounded by other content in the literal, a recognized rig/DCC convention, sibling spellings, or corpus evidence -- restored to OPAQUE/NOT_APPLICABLE	2	17261
opt_as_r_knee	OPT_AS_R_Knee	CLEAR	right knee	CLEAR	groupFile/Legs	High		knee is the explicit anatomical referent	2	3249
page2_f	Page2_F	PARTIAL	"an unclear ""page"" reference, variant F"	NEEDS_CONTEXT		Low	"""page"" is a real referent, but ""Book TurnPage9"" is not a genuine sibling of ""Page2_F"" -- they do not share a coherent naming template (""Book TurnPage<N>"" vs. ""Page<N>_<letter>""), only the substring ""page""; this does not meet the tightened sibling-grounding standard"	"reverted (V3): the V2 resolution to Other relied on a ""sibling precedent"" (Book TurnPage9) that, on closer inspection, is not a demonstrably coherent naming series with Page2_F -- restored to PARTIAL/NEEDS_CONTEXT"	2	17439
pelvis_ctrl	pelvis_ctrl	CLEAR	pelvis control	CLEAR	groupFile/Body	High		plain anatomical term	2	27434
piercing.belly_button_pendant_jiggle	Piercing.Belly_Button_Pendant_jiggle	CLEAR	belly-button piercing pendant, jiggle-physics	CLEAR	groupFile/Clothing	High		explicit body-jewelry accessory	2	6200
pincer right mid	Pincer Right Mid	PARTIAL	a pincer/claw-like gripping element (anatomical, mechanical, or weapon-related); exact domain not established by the complete literal	NEEDS_CONTEXT		Low	literal establishes no ownership/context (anatomical, mechanical, or weapon-related); zero existing Master precedent for the word in any direction	"corrected: semantic_status was CLEAR while asserting a specific referent (""creature claw"") that the row's own uncertainty_reason simultaneously denied -- internally inconsistent; downgraded to PARTIAL to match the actual evidence"	2	17581
polysurface75	polySurface75	OPAQUE	generic auto-numbered mesh	NOT_APPLICABLE		Low	classic DCC-generated placeholder name	no descriptive content	2	27544
pupils-glaresizebig-l	Pupils-GlareSizeBig-L	CLEAR	left pupil, glare-highlight size increase	CLEAR	groupFile/Face/Eyes	High		explicit eye/pupil control	2	17699
r-ass-smack	R-Ass-Smack	CLEAR	"right buttock ""smack""/impact reaction"	CLEAR	groupFile/Body Morphs	High		explicit buttock-impact morph	2	17868
right_chain	Right_chain	PARTIAL	a chain of unspecified type/object, right side	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + side marker"	2	18343
scrotumright	scrotumRight	CLEAR	right scrotum	CLEAR	groupFile/Body	High		corrected: plain genital anatomical term, no shape/size/state descriptor; per settled doctrine, plain anatomy/bone/root/structural segment routes to Body, not Body Morphs	2	4046
shin thickness	Shin Thickness	CLEAR	shin (lower leg) thickness	CLEAR	groupFile/Body Morphs	High		explicit shape/size descriptor, no posing verb, character's own anatomy	2	6540
show	show	PARTIAL	a generic visibility toggle, object unspecified	NEEDS_CONTEXT		Low	'show' names a real, specific function (a visibility toggle); the object being toggled is unresolved	corrected: semantic_referent names a real object/function -- not semantically opaque; ownership/destination remains genuinely unresolved	2	28269
sk_l_b_leg_1	SK_L_B_leg_1	CLEAR	left leg, back position, segment 1	CLEAR	groupFile/Legs	Medium		leg is the explicit referent despite the rig-code prefix	2	18542
squish-zx	squish-zx	PARTIAL	"a compression/""squish"" effect along a zx axis, object unspecified"	NEEDS_CONTEXT		Low	'squish' names a real deformation/compression function; the object being deformed is unresolved	corrected: semantic_referent names a real object/function -- not semantically opaque; ownership/destination remains genuinely unresolved	2	28762
strap_b.02	Strap_B.02	PARTIAL	strap, variant B, .02	NEEDS_CONTEXT		Low	'strap' with no named owner -- could be garment, bag, weapon sling, or mechanical hardware	corrected: bare accessory term with no explicit named owner -- Clothing is not the only plausible destination; do not assume Clothing merely because the item can be worn	2	19282
strap_b.03	Strap_B.03	PARTIAL	strap, variant B, .03	NEEDS_CONTEXT		Low	'strap' with no named owner -- could be garment, bag, weapon sling, or mechanical hardware	corrected: bare accessory term with no explicit named owner -- Clothing is not the only plausible destination; do not assume Clothing merely because the item can be worn	2	19283
tasselb	TasselB	PARTIAL	tassel accessory, variant B	NEEDS_CONTEXT		Low	'tassel' with no named owner (contrast Wakazashi.Tassel_Front_7/8, which names the weapon) -- could be garment, weapon, or decor	corrected: bare accessory term with no explicit named owner -- Clothing is not the only plausible destination; do not assume Clothing merely because the item can be worn	2	19616
tongehide	TONGEHIDE	CLEAR	"hide/retract the tongue (obvious misspelling of ""tongue"")"	CLEAR	groupFile/Face/Tongue	Medium		"tonge reads as a plain misspelling of ""tongue"""	2	19488
topmuscles	TopMuscles	CLEAR	upper-body muscle definition	CLEAR	groupFile/Body Morphs	Medium		muscles is the clear morph referent	2	19880
torch3	Torch3	CLEAR	a torch prop, variant 3	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	19908
turtleneckhouseofmcleavage	TurtleNeckHouseofMCleavage	PARTIAL	a turtleneck garment interacting with cleavage; middle portion unclear	CLEAR	groupFile/Clothing	Medium		"primary owner (""TurtleNeck"" garment, ""Cleavage"" feature) is reliable; the unresolved ""House of M"" middle segment does not create a competing owner or category (semantic_status corrected to PARTIAL: the ""House of M"" middle segment remains genuinely undecoded even though the owner (turtleneck/cleavage) is clear enough for taxonomy -- taxonomy_status/destination unaffected, per the semantic/taxonomy independence invariant)"	2	19942
unused c_i_position	unused C_I_Position	PARTIAL	"an unclear positional code (""C_I_Position""), explicitly unused"	CLEAR	groupFile/Useless	High		corrected: self-declared 'unused' is positive semantic content (rule 15) -- not semantically opaque, and not NOT_APPLICABLE; routes to Useless regardless of anatomical specificity	2	29169
unused.029	unused.029	PARTIAL	generic numbered placeholder, explicitly unused	CLEAR	groupFile/Useless	High		corrected: self-declared 'unused' is positive semantic content (rule 15) -- not semantically opaque, and not NOT_APPLICABLE; routes to Useless regardless of anatomical specificity	2	29365
upperjaw2	Upperjaw2	CLEAR	upper jaw, variant 2	CLEAR	groupFile/Face/Lower Face	High		explicit jaw control	2	20023
upperraise eyes right	UpperRaise Eyes Right	CLEAR	right eye(s), upper-eyelid raise	CLEAR	groupFile/Face/Eyes	High		explicit eye/eyelid control	2	20005
valvebiped.bip01_r_forearm_helperbone	ValveBiped.Bip01_R_Forearm_Helperbone	CLEAR	right forearm helper bone	CLEAR	groupFile/Arms	High		helper/EX naming, arm explicitly named, no repair language	2	1313
wakazashi.tassel_front_7	Wakazashi.Tassel_Front_7	CLEAR	tassel on a wakizashi-sword prop, front, segment 7	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	20567
wep_bipod_leftleg	WEP_Bipod_LeftLeg	CLEAR	left leg of a weapon's bipod stand	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	6838
wep_wick2	WEP_Wick2	CLEAR	"weapon ""wick"" component (e.g. a molotov-style fuse), variant 2"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	2	20539
whl_2	whL_2	OPAQUE	"unclear abbreviation (""wheel""? initials?), numbered"	NOT_APPLICABLE		Low	does not confidently resolve	reverted (V2): the abbreviation expansion used in V1 was merely plausible, not grounded by other content in the literal, a recognized rig/DCC convention, sibling spellings, or corpus evidence -- restored to OPAQUE/NOT_APPLICABLE	2	9363
52	52	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	no interpretable content	no semantic content	3	9496
arm left arm twist 1	arm left arm twist 1	CLEAR	left arm twist, variant 1	CLEAR	groupFile/Arms	High		twist/roll arm bone, ordinary deformation articulation	3	20751
arm right finger 2	arm right finger 2	CLEAR	right hand, a finger (index by common numbering), segment/joint 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right-hand finger control	3	20892
backhair4.001	backhair4.001	CLEAR	back hair, segment 4, sub .001	CLEAR	groupFile/Hair	High		plain hair term	3	6995
band.bend_right_1	Band.Bend_Right_1	PARTIAL	a band/strip accessory bending, right, variant 1	NEEDS_CONTEXT		Low	'band' with no named owner -- could be hair band, wrist band, weapon strap-band, or mechanical hardware	corrected: bare accessory term with no explicit named owner -- Clothing is not the only plausible destination; do not assume Clothing merely because the item can be worn	3	10076
belly inflat	Belly Inflat	CLEAR	"belly inflation (obvious truncation of ""inflate"")"	CLEAR	groupFile/Body Morphs	High		"Inflat reads as truncated ""Inflate"""	3	314
belly-bottomnude	Belly-bottomnude	CLEAR	"belly, bottom region, ""nude"" (no-clothing) state"	CLEAR	groupFile/Body Morphs	Medium		belly is the clear anatomical referent	3	10140
bikini boobs upward r	Bikini Boobs Upward R	CLEAR	right breast, upward morph, in the context of a bikini	CLEAR	groupFile/Body Morphs	High		boobs upward is an explicit breast-morph control	3	10247
bip faceforeheadtop l	bip faceforeheadtop l	CLEAR	left forehead, top region	CLEAR	groupFile/Face/Upper Face	High		explicit forehead control	3	21164
bip facetempleloout r	bip facetempleloout r	CLEAR	right temple, lower-out direction	CLEAR	groupFile/Face/Upper Face	High		explicit temple control	3	21183
bip fring00 l	bip fring00 l	CLEAR	"left hair fringe, segment 00 (obvious truncation of ""fringe"")"	CLEAR	groupFile/Hair	Medium		"fring reads as truncated ""fringe"""	3	21202
bip upperarmtwist2 r	bip upperarmtwist2 r	CLEAR	right upper arm twist, variant 2	CLEAR	groupFile/Arms	High		twist/roll arm bone, ordinary deformation articulation	3	21237
bip01_r_forearm009	Bip01_R_Forearm009	CLEAR	right forearm, numbered sub-bone (likely deformation-corrective)	CLEAR	groupFile/Arms	High		numbered anatomical arm bone, no repair language	3	1130
bip_balls_2_r	Bip_Balls_2_R	CLEAR	right testicle, segment 2	CLEAR	groupFile/Body	High		corrected: plain numbered anatomical segment, no shape/size/state descriptor; per settled doctrine, plain anatomy/bone/root/structural segment routes to Body, not Body Morphs	3	10590
bip_frangehair1_l	bip_frangehair1_L	CLEAR	"left hair fringe (""frange"" reads as a variant spelling of ""fringe""), segment 1"	CLEAR	groupFile/Hair	Medium		"Frange is a plausible spelling variant of ""fringe"""	3	3544
bip_mustache_r	bip_Mustache_R	CLEAR	right moustache section	CLEAR	groupFile/Hair	High		facial hair, matches established moustache-in-Hair convention	3	21426
bip_r_cloth_d_02	bip_r_cloth_d_02	CLEAR	right-side clothing, variant D, segment 02	CLEAR	groupFile/Clothing	High		explicit clothing control	3	21959
bip_spine_0.002	bip_spine_0.002	CLEAR	spine, numbered sub-bone	CLEAR	groupFile/Body	High		explicit anatomical/biped spine (Bip01/DEF-/bip_/SK_ rig prefixes, no object-owner noun present)	3	22083
bip_waist_sub	bip_waist_sub	CLEAR	waist, secondary/sub bone	CLEAR	groupFile/Body	Medium		waist is the explicit anatomical referent	3	22178
bipbrk lthightwist	BipBrk LThighTwist	CLEAR	"left thigh twist bone (per-character ""Brk"" rig)"	CLEAR	groupFile/Legs	High		twist/roll leg bone, ordinary deformation articulation	3	10425
bone 709	bone 709	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	22304
bone.001.l	Bone.001.L	OPAQUE	generic numbered bone, left	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	10968
bone036	Bone036	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	1575
bone041	Bone041	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	1580
bone093	Bone093	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	11015
bone_eye_l	Bone_eye_L; Bone_Eye_L	CLEAR	"left eye (generic ""Bone"" prefix does not remove the explicit ""Eye"" referent)"	CLEAR	groupFile/Face/Eyes	High		Eye_L is unambiguous despite the generic prefix	3	4381; 1168
boobjobl+boobjobr	BoobJobL+BoobJobR	CLEAR	breast augmentation/size morph, left+right combined	CLEAR	groupFile/Body Morphs	High		boob job is an unambiguous breast-morph term	3	11191
box06	Box06	CLEAR	generic numbered box prop	CLEAR	groupFile/Other	High		corrected: names a recognized real-world prop object (matching Door2/Torch3/BoxBig -> Other precedent already applied elsewhere in this same pilot); not semantically opaque	3	11301
brows-r-surprise	Brows-R-Surprise	CLEAR	"right eyebrow, ""surprise"" expression"	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow-expression control	3	11516
btn.hour	Btn.Hour	CLEAR	the hour-hand button/control of a clock or watch prop	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	11529
c facebase b	C FaceBase b	PARTIAL	a center face base/root bone, variant b	CLEAR	groupFile/Face	Medium		"primary owner (""face"") is reliable; ""base"" indicates a generic root/anchor bone rather than a specific feature, so the bare Face destination is used, consistent with bare head/skull routing to the general anatomical group"	3	4444
chain_2	chain_2; Chain_2	PARTIAL	a chain of unspecified type/object, numbered	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + number"	3	7557; 11957
chain_22	chain_22	PARTIAL	a chain of unspecified type/object, numbered	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + number"	3	7560
chin3.c	chin3.C	CLEAR	chin, segment 3, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin control	3	23008
cord5	Cord5	PARTIAL	a cord/rope-like object, variant 5, owning object unspecified	NEEDS_CONTEXT		Low	could be a drawstring, cable, or decorative cord	object type (cord) known, but not what it belongs to	3	12327
def-spine.031	DEF-spine.031	CLEAR	spine, numbered deform bone	CLEAR	groupFile/Body	High		explicit anatomical/biped spine (Bip01/DEF-/bip_/SK_ rig prefixes, no object-owner noun present)	3	12607
def-thigh.r.004	DEF-thigh.R.004	CLEAR	right thigh, deform-chain sub-bone 004	CLEAR	groupFile/Legs	Medium		"DEF- prefix is a rig-tool marker; ""thigh.R"" is the real referent"	3	2951
fbx_murasaki_face	fbx_murasaki_face	PARTIAL	"a face-related marker for a character (""Murasaki"")"	CLEAR	groupFile/Face	Medium		"primary owner (""face"") is reliable even though no specific feature is named; routed to the bare Face destination"	3	24004
fbx_sakura_zero_face_none	fbx_sakura_zero_face_none	PARTIAL	"a face-related marker for a character (""Sakura"") in a null/default state"	CLEAR	groupFile/Face	Medium		"primary owner (""face"") is reliable; ""zero_face_none"" raises a control-desirability question (is this a real posable control), not a taxonomy question, and does not block classification"	3	7778
finger2a	finger2a	PARTIAL	a finger (side unspecified), variant 2a	CLEAR	groupFile/Fingers	Medium	no left/right marker present, so a specific side cannot be assigned	clear finger referent but no side marker to route to Left/RightFingers (semantic_status corrected to PARTIAL: which specific finger remains unspecified (and no side marker is present) even though the general owner (a finger) is clear enough for taxonomy -- taxonomy_status/destination unaffected, per the semantic/taxonomy independence invariant)	3	24030
flm-arma-swordb-lr	Flm-ArmA-SwordB-LR	CLEAR	"a sword prop mounted via an arm-attachment system (per-character ""Flm"" rig)"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	14041
flm-armb-leg-rbc	Flm-ArmB-Leg-RBC	PARTIAL	"an arm-to-leg strap/attachment, right side, ""RBC"" suffix unclear"	NEEDS_CONTEXT		Low	"combining ""Arm"" and ""Leg"" is unusual; likely a weapon/gear strap but not certain"	arm+leg referents present but combined oddly, suffix unresolved	3	14114
flowerchoker1.r	FlowerChoker1.R	CLEAR	flower-decorated choker, right, variant 1	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	14166
frily_root_2.r	Frily_Root_2.R	CLEAR	frilly clothing decoration, root bone, variant 2, right	CLEAR	groupFile/Clothing	Medium		"Frily reads as ""frilly"" clothing decoration"	3	14243
frontflaptopnarrower	FrontFlapTopNarrower	CLEAR	"a front clothing flap, top, ""narrower"" shape morph"	CLEAR	groupFile/Clothing	Medium		flap is the clear clothing-piece referent	3	278
gag_l_02	Gag_L_02	CLEAR	a gag accessory (worn mouth item), left, variant 02	CLEAR	groupFile/Clothing	Medium		gag is a worn accessory item	3	14322
generichuman_c_chinjnt	GenericHuman_C_chinJnt	CLEAR	center chin joint (GenericHuman template rig)	CLEAR	groupFile/Face/Lower Face	High		explicit chin referent despite the template-rig prefix	3	3049
generichuman_r_nostriljnt	GenericHuman_r_nostrilJnt	CLEAR	right nostril joint (GenericHuman template rig)	CLEAR	groupFile/Face/Mid Face	High		explicit nostril referent	3	3072
head chin middle	head chin middle	CLEAR	head, chin, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin control	3	2620
hiji_r__rot_ude_r__z50__offset	hiji_r__rot_ude_r__z50__offset	CLEAR	right elbow rotation offset (Japanese rig terms: hiji=elbow, ude=arm)	CLEAR	groupFile/Arms	Medium		Japanese MMD-style anatomical naming for the right elbow	3	26071
innerlips top left	innerlips top left	CLEAR	inner lips, top, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	3	26153
jiggle4	Jiggle4	PARTIAL	a jiggle/secondary-motion bone, object unspecified	NEEDS_CONTEXT		Low	jiggle names a function but not what is jiggling	function word present, no owning object	3	15807
key 17	Key 17	CLEAR	"a numbered slot in the space-separated ""Key <N>"" naming series (e.g. ""Key 1 - Shirt"", ""Key 3 - PoneyHair"" elsewhere in the residual corpus) -- likely a keyframe/pose-preset marker, not a piano/keyboard-key prop"	NEEDS_CONTEXT		Low	"the residual corpus shows ""Key 17"" belongs to a distinct, coherent space-separated series (Key 1, Key 2 ... Key 27, several carrying descriptive suffixes like ""- Shirt""/""- EyeLeft""/""- PoneyHair""/""- Reverted"") that reads as keyframe/pose-preset markers -- a DIFFERENT naming template from the period-separated ""Key.<label>"" keyboard-prop series (Key.0-Key.9, Key.A/Key.B, Key.CapsLock, Key.Enter, Key.Colon, Key.Comma, Key.Black_*, Key.White_*) that Key.S/Key.X/Key.9 genuinely belong to; what specific pose/state this un-suffixed ""Key 17"" keys is not established"	"reverted (V3): tightened sibling-grounding review shows ""Key 17"" (space-separated) is NOT part of the same coherent naming series as Key.Black_3/Key.White_25/Key.S/Key.X/Key.9 (period-separated) -- it belongs to a separate, distinct ""Key <N>"" keyframe/preset series instead; restored to PARTIAL/NEEDS_CONTEXT"	3	801
key.9	Key.9	CLEAR	"an unlabeled numbered ""key"" slot"	CLEAR	groupFile/Other	Medium		"""Key.<label>"" matches the Key.Black_3/Key.White_25 sibling family already established -> Other in this same pilot"	3	15848
key.black_3	Key.Black_3	CLEAR	black piano/instrument key, numbered 3	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	15873
l sideburn g phy	l sideburn g phy	CLEAR	left sideburn, physics-simulated	CLEAR	groupFile/Hair	High		plain hair term	3	26384
l_outer_lower	l_outer_lower	OPAQUE	left, outer, lower -- positional words only, object unspecified	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	3	8714
l_rear_holster_0u_8v	l_rear_holster_0u_8v	CLEAR	left rear weapon holster, with a UV-style coordinate suffix	CLEAR	groupFile/Clothing	Medium		settled policy (V2): a holster's primary real-world function is to be worn as body/character equipment; the complete literal does not positively establish it as a component of a weapon/prop assembly, so the worn-equipment default (Clothing) applies	3	26520
left little intermediate	Left Little Intermediate	CLEAR	"left pinky (""little"") finger, intermediate phalanx"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		little finger is a standard name for the pinky	3	16264
left_6	left_6	OPAQUE	"bare ""left"" + number, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure side marker with no referent	3	8728
leftlowerleg	LeftLowerLeg	CLEAR	left lower leg	CLEAR	groupFile/Legs	High		plain anatomical term	3	16389
leg right knee_ctr	leg right knee_ctr	CLEAR	right knee control	CLEAR	groupFile/Legs	High		explicit knee control	3	1064
magazine_full	Magazine_full	CLEAR	"a weapon magazine, ""full"" (loaded) state"	CLEAR	groupFile/Other	High		recognized prop/weapon/equipment, existing Other precedent	3	441
microleft	MicroLeft	OPAQUE	"something ""micro""-scale, left side, object unspecified"	NOT_APPLICABLE		Low	micro does not name any body part or object	adjective + side marker with no referent	3	16902
mlid_r_1	MLid_R_1	CLEAR	right eyelid (mid-lid), variant 1	CLEAR	groupFile/Face/Eyes	Medium		lid is the recognizable eyelid referent	3	3201
moustache_l_2	Moustache_L_2	CLEAR	left moustache section, variant 2	CLEAR	groupFile/Hair	High		facial hair, matches established moustache-in-Hair convention	3	16949
necklace rope	necklace rope	CLEAR	a rope-style necklace	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	27191
