origin_population	current_master_path	exact_literal	ascii_fold_key	source_bucket	chatgpt_decision	claude_decision	joint_status	user_decision	final_decision
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	FuelEBeEye_L	fuelebeeye_l	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	FuelEBeEye_R	fuelebeeye_r	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Fufu	fufu	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Gloom	gloom	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Grp_Head	grp_head	groupFile > Face Controls > Full Face	BONE	BONE	CONSENSUS_BONE		BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HEADH	headh	groupFile > Face Controls > Full Face	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HEADL	headl	groupFile > Face Controls > Full Face	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HL 2	hl 2	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HL big	hl big	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HL remove	hl remove	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HS10	hs10	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HS8	hs8	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HS9	hs9	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HachuEye	hachueye	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Happy 1	happy 1	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Happy 2	happy 2	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HappyLeftRight	happyleftright	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HappySmallClosed	happysmallclosed	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Happy_1	happy_1	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Happy_Big	happy_big	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Happy_Small	happy_small	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Head+(Weight)	head+(weight)	groupFile > Face Controls > Full Face	FLEX	BONE	DISAGREEMENT	BONE	BONE
TRUE_SOURCE_ABSENT	groupFile/Face/Expressions	HeadBack	headback	(none -- true source absent)	UNCLEAR	UNCLEAR	MUTUAL_UNCLEAR	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadMiddle_Jiggle_Jnt	headmiddle_jiggle_jnt	groupFile > Face Controls > Full Face	BONE	BONE	CONSENSUS_BONE		BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape	headshape	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape0	headshape0	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape1	headshape1	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape10	headshape10	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape2	headshape2	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape3	headshape3	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape4	headshape4	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape5	headshape5	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape6	headshape6	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape7	headshape7	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape8	headshape8	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadShape9	headshape9	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HeadTurnCornerView	headturncornerview	groupFile > Face Controls > Full Face	BONE	UNCLEAR	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Heart eye	heart eye	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Heart_L	heart_l	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Heart_R	heart_r	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hearts	hearts	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide blush 	hide blush 	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide blush small	hide blush small	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide blushes	hide blushes	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide eyebubble	hide eyebubble	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide mouth culling	hide mouth culling	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HideBlush	hideblush	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hide_EyeShine	hide_eyeshine	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	HighLightOFF	highlightoff	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight LowerL/ Small	highlight lowerl/ small	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight LowerL/〇	highlight lowerl/〇	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight LowerR/ Small	highlight lowerr/ small	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight LowerR/〇	highlight lowerr/〇	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperL/ Small	highlight upperl/ small	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperL/ ー 	highlight upperl/ ー 	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperL/〇	highlight upperl/〇	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperL/ジト	highlight upperl/ジト	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperR/ Small	highlight upperr/ small	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperR/ ー 	highlight upperr/ ー 	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperR/〇	highlight upperr/〇	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Highlight UpperR/ジト	highlight upperr/ジト	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hmmm	hmmm	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hollow	hollow	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Hypno eye appear	hypno eye appear	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	IGNORE this	ignore this	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	UNCLEAR	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Insanity	insanity	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Interested	interested	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Intrested	intrested	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Iris Left Surprise	iris left surprise	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Iris Left Surprise2	iris left surprise2	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Iris Right Surprise	iris right surprise	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Iris Right Surprise2	iris right surprise2	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Joy	joy	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Ju eye	ju eye	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LeaningSmile	leaningsmile	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LearningSmile	learningsmile	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyes	lineeyes	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesBlink	lineeyesblink	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesBlink2	lineeyesblink2	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesDown	lineeyesdown	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesLeft	lineeyesleft	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesRight	lineeyesright	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesThick	lineeyesthick	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesTurn	lineeyesturn	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LineEyesUp	lineeyesup	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Lower Eye CoverOff	lower eye coveroff	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LowerPine TreeStrand_L	lowerpine treestrand_l	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LowerPine TreeStrand_R	lowerpine treestrand_r	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LowerまつStrand_L	lowerまつstrand_l	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	LowerまつStrand_R	lowerまつstrand_r	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Lusty	lusty	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Lusty_1	lusty_1	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Luv	luv	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MMDEyeHeart	mmdeyeheart	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MMDEyeLightDown	mmdeyelightdown	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MMDEyeStar	mmdeyestar	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MMDEyeTears	mmdeyetears	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	M_Line00	m_line00	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	BONE	BONE
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Magic Shadow	magic shadow	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Mblush	mblush	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Menacing	menacing	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Mhearteyes	mhearteyes	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Money	money	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodAnger	moodanger	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodDisgusted	mooddisgusted	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodFear	moodfear	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodHappy	moodhappy	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodPuzzled	moodpuzzled	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodSad	moodsad	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MoodSurprise	moodsurprise	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Mouth-CheekMakeUp	mouth-cheekmakeup	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MouthBackwardsPenetrate	mouthbackwardspenetrate	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Move_Eyeshine_Up	move_eyeshine_up	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Mtribal	mtribal	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MugLines	muglines	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MugLines Thicker	muglines thicker	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	MultiSmile	multismile	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Naughty	naughty	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NhEshines-EyeshineAssymetric	nheshines-eyeshineassymetric	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NhEshines-EyeshineBig	nheshines-eyeshinebig	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape	nikheadshape	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape0	nikheadshape0	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape10	nikheadshape10	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape3	nikheadshape3	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape4	nikheadshape4	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape5	nikheadshape5	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape6	nikheadshape6	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape7	nikheadshape7	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape8	nikheadshape8	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NikHeadShape9	nikheadshape9	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	No Pupils	no pupils	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	No eyes (for Panic eyes )	no eyes (for panic eyes )	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	No nose line	no nose line	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	NoBlush	noblush	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Nose no Black Line Eliminate	nose no black line eliminate	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	O eyes	o eyes	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-FXBlush	others-fxblush	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-FXBlushie	others-fxblushie	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-FXEyes-O-O	others-fxeyes-o-o	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-HideCeaseBrows	others-hideceasebrows	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-HideCeaseEyes	others-hideceaseeyes	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Others-HideCeaseMouth	others-hideceasemouth	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	OutLeft	outleft	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	OutRight	outright	groupFile > Face Controls > Expression Parts	FLEX	UNCLEAR	DISAGREEMENT	FLEX	FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	PainBigClosed	painbigclosed	groupFile > Face Controls > Full Face	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Pale	pale	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
SOURCE_ATTESTED_UNTYPED	groupFile/Face/Expressions	Panic eyes (Use skins)	panic eyes (use skins)	groupFile > Face Controls > Expression Parts	FLEX	FLEX	CONSENSUS_FLEX		FLEX
