exact_literal	ascii_fold_key	current_master_path	human_decision	current_status	ascii_family_status	source_review_row	review_priority	suggested_decision	claude_b1_status	adjudication_note
Fio-Rig-Breast-R	fio-rig-breast-r	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flap3.R	flap3.r	groupFile/Clothing	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES		ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.
Flap4.R	flap4.r	groupFile/Other	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	INCLUDE_SEXUAL_BONES		ChatGPT-only Scanner-supported retrieval missed by Claude B0/B1. Direct Scanner hierarchy/name evidence supports sexual structural anatomy.
Flm-Rig-Breast-L	flm-rig-breast-l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flm-Rig-Breast-R	flm-rig-breast-r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flm-Rig-BreastHuge-L1	flm-rig-breasthuge-l1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flm-Rig-BreastHuge-L2	flm-rig-breasthuge-l2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flm-Rig-BreastHuge-R1	flm-rig-breasthuge-r1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Flm-Rig-BreastHuge-R2	flm-rig-breasthuge-r2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
ForeSkin	foreskin	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL	APPROVED_ASCII_CARRYALONG of human-approved anchor 'Foreskin'	CARRYALONG_OF:Foreskin	N/A (carry-along, not independently reviewed)	N/A	N/A	ASCII-fold sibling of human-approved anchor literal 'Foreskin'; approved by explicit human carry-along decision (Phase B2 carry-along approval).
Foreskin	foreskin	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
GenitalRoot	genitalroot	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Clit	genitals_clit	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Back_Left	genitals_inner_back_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Back_Right	genitals_inner_back_right	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Front_Left	genitals_inner_front_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Front_Right	genitals_inner_front_right	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Middle_Left	genitals_inner_middle_left	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Inner_Middle_Right	genitals_inner_middle_right	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Back_Left	genitals_outer_back_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Back_Right	genitals_outer_back_right	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Front_Left	genitals_outer_front_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Front_Right	genitals_outer_front_right	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Middle_Left	genitals_outer_middle_left	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Genitals_Outer_Middle_Right	genitals_outer_middle_right	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
J_Sec_L_Bust1	j_sec_l_bust1	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
J_Sec_L_Bust2	j_sec_l_bust2	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
J_Sec_R_Bust1	j_sec_r_bust1	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
J_Sec_R_Bust2	j_sec_r_bust2	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
JiggleButt_L	jigglebutt_l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
JiggleButt_R	jigglebutt_r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Balls	kublaribiped_balls	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R1	kublaribiped_penis_r1	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R2	kublaribiped_penis_r2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R3	kublaribiped_penis_r3	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R4	kublaribiped_penis_r4	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R5	kublaribiped_penis_r5	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
KubLariBiped_Penis_R6	kublaribiped_penis_r6	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L Bust Spo	l bust spo	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / ONE-STUDY RETRIEVAL	EXCLUDE	INCLUDE_SEXUAL_BONES	Male Heidegger body, terminal under collar; “Bust” here is upper torso/chest usage, not breast.
L_Butt_Butt	l_butt_butt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_Butt_Top	l_butt_top	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_Butt_bottem	l_butt_bottem	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_Butt_left	l_butt_left	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_Butt_right	l_butt_right	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_breast0	l_breast0	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_breast0_jiggle	l_breast0_jiggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_breast0_jiggle_root	l_breast0_jiggle_root	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_breast1	l_breast1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_breast1_jiggle	l_breast1_jiggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
L_butt_jiggle_root	l_butt_jiggle_root	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Labia1_L	labia1_l	groupFile/Legs/LeftLeg	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Labia1_R	labia1_r	groupFile/Legs/RightLeg	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LabiumMajora1_L	labiummajora1_l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LabiumMajora1_R	labiummajora1_r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LabiumMajora2_L	labiummajora2_l	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LabiumMajora2_R	labiummajora2_r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast	leftbreast	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast4_Janggle	leftbreast4_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast5	leftbreast5	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast5_Janggle	leftbreast5_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast6	leftbreast6	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast6_Janggle	leftbreast6_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast7	leftbreast7	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
LeftBreast7_Janggle	leftbreast7_janggle	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Left_Butt	left_butt	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Left_Small_Labia3	left_small_labia3	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Left_Small_Labia4	left_small_labia4	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
Mar-Rig-Breast-L	mar-rig-breast-l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Mar-Rig-Breast-R	mar-rig-breast-r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Mar-Rig-BreastHuge-L1	mar-rig-breasthuge-l1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
Mar-Rig-BreastHuge-R1	mar-rig-breasthuge-r1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	HUMAN REVIEW — NONCONSENSUS / MODEL DISAGREEMENT	INCLUDE_SEXUAL_BONES	EXCLUDE	Underlying character breast rig: rooted from spine on HD/body models; armor-specific ArmA bones are separate descendants.
MidAss	midass	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
NPC Urethra	npc urethra	groupFile/Body Morphs	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_*1.1.L	opt_breast_*1.1.l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_*1.1.R	opt_breast_*1.1.r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_*2.1.L	opt_breast_*2.1.l	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_*2.1.R	opt_breast_*2.1.r	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left1	opt_breast_left1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left2	opt_breast_left2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left3	opt_breast_left3	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left4	opt_breast_left4	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left5	opt_breast_left5	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left_base	opt_breast_left_base	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Left_tip	opt_breast_left_tip	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right1	opt_breast_right1	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right2	opt_breast_right2	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right3	opt_breast_right3	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right4	opt_breast_right4	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right5	opt_breast_right5	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right_base	opt_breast_right_base	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
OPT_Breast_Right_tip	opt_breast_right_tip	groupFile/Body	INCLUDE	IN_MASTER_NON_SEXUAL		HUMAN_REVIEW_FILE	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.
