exact_literal	fold_key	family_size	scanner_occurrence_count	source_model_count	representative_source_models	scanner_lines	literal_length	contains_digits	numeric_suffix	lr_marker	separator_structure	very_short	repeated_internal_token	technical_marker_tokens	leading_token_heuristic
Arm Size	arm size	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4211	8	False	False	False	space	False	False		Arm
Arm.Cover	arm.cover	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9635	9	False	False	False	dot	False	False		Arm
Arm.Left_Base	arm.left_base	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9636	13	False	False	True	underscore+dot	False	False		Arm
Arm.Left_Length	arm.left_length	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9637	15	False	False	True	underscore+dot	False	False		Arm
Arm.Left_Top	arm.left_top	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9638	12	False	False	True	underscore+dot	False	False		Arm
Arm.Right_Base	arm.right_base	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9639	14	False	False	True	underscore+dot	False	False		Arm
Arm.Right_Length	arm.right_length	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9640	16	False	False	True	underscore+dot	False	False		Arm
Arm.Right_Top	arm.right_top	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9641	13	False	False	True	underscore+dot	False	False		Arm
Arm_Rotate1_L	arm_rotate1_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9652	13	True	False	True	underscore	False	False		Arm
Arm_Rotate1_R	arm_rotate1_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9653	13	True	False	True	underscore	False	False		Arm
Arm_Rotate_L	arm_rotate_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9654	12	False	False	True	underscore	False	False		Arm
Arm_Rotate_R	arm_rotate_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9655	12	False	False	True	underscore	False	False		Arm
arm_twist.l	arm_twist.l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20968	11	False	False	True	underscore+dot	False	False	twist	arm
arm_twist.r	arm_twist.r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20969	11	False	False	True	underscore+dot	False	False	twist	arm
arm_twist_l	arm_twist_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20970	11	False	False	True	underscore	False	False	twist	arm
arm_twist_r	arm_twist_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20971	11	False	False	True	underscore	False	False	twist	arm
Armature.001	armature.001	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9656	12	True	True	False	dot	False	False		Armature
armband fit	armband fit	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	3439	11	False	False	False	space	False	False		armband
ArmBase	armbase	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9642	7	False	False	False	none	False	False		ArmBase
ArmCircleGrow	armcirclegrow	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4212	13	False	False	False	none	False	False		ArmCircleGrow
ArmCircleShrink	armcircleshrink	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4213	15	False	False	False	none	False	False		ArmCircleShrink
ArmCloth_Left_1	armcloth_left_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9643	15	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Left_2	armcloth_left_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9644	15	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Left_3	armcloth_left_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9645	15	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Left_4	armcloth_left_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9646	15	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Right_1	armcloth_right_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9647	16	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Right_2	armcloth_right_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9648	16	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Right_3	armcloth_right_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9649	16	True	True	True	underscore	False	False		ArmCloth
ArmCloth_Right_4	armcloth_right_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9650	16	True	True	True	underscore	False	False		ArmCloth
ArmHandSuitRaise	armhandsuitraise	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4214	16	False	False	False	none	False	False		ArmHandSuitRaise
ArmHandSuitRaiseAltLine	armhandsuitraisealtline	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4215	23	False	False	False	none	False	False		ArmHandSuitRaiseAltLine
ArmHandSuitRaiseCenterOnly	armhandsuitraisecenteronly	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4216	26	False	False	False	none	False	False		ArmHandSuitRaiseCenterOnly
ArmHandSuitRaiseMiddle	armhandsuitraisemiddle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4217	22	False	False	False	none	False	False		ArmHandSuitRaiseMiddle
ArmJacketFIX	armjacketfix	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9651	12	False	False	False	none	False	False		ArmJacketFIX
Armoir	armoir	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9658	6	False	False	False	none	False	False		Armoir
Armpit_L	armpit_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9659	8	False	False	True	underscore	False	False		Armpit
Armpit_R	armpit_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9660	8	False	False	True	underscore	False	False		Armpit
Arms Muscular	arms muscular	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4219	13	False	False	False	space	False	False		Arms
Arms-Clothes-Fit	arms-clothes-fit	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9661	16	False	False	False	hyphen	False	False		Arms
ArmsHandSuitRaiseLeft	armshandsuitraiseleft	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4220	21	False	False	False	none	False	False		ArmsHandSuitRaiseLeft
ArmsHandSuitRaiseRight	armshandsuitraiseright	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4221	22	False	False	False	none	False	False		ArmsHandSuitRaiseRight
ArmSlim	armslim	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	2820	7	False	False	False	none	False	False		ArmSlim
ArmsNew	armsnew	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4222	7	False	False	False	none	False	False		ArmsNew
ArmsRaiseSuitLeftAlt	armsraisesuitleftalt	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4223	20	False	False	False	none	False	False		ArmsRaiseSuitLeftAlt
armTwister	armtwister	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20967	10	False	False	False	none	False	False		armTwister
asagi_costume_1_F	asagi_costume_1_f	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20972	17	True	False	False	underscore	False	False		asagi
Ascot.Bottom_1	ascot.bottom_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9662	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_10	ascot.bottom_10	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9663	15	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_11	ascot.bottom_11	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9664	15	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_12	ascot.bottom_12	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9665	15	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_13	ascot.bottom_13	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9666	15	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_14	ascot.bottom_14	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9667	15	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_2	ascot.bottom_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9668	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_3	ascot.bottom_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9669	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_4	ascot.bottom_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9670	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_5	ascot.bottom_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9671	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_6	ascot.bottom_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9672	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_7	ascot.bottom_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9673	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_8	ascot.bottom_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9674	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Bottom_9	ascot.bottom_9	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9675	14	True	True	False	underscore+dot	False	False		Ascot
Ascot.Root	ascot.root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9676	10	False	False	False	dot	False	False	root	Ascot
Ascot.Top_1	ascot.top_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9677	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_10	ascot.top_10	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9678	12	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_2	ascot.top_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9679	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_3	ascot.top_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9680	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_4	ascot.top_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9681	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_5	ascot.top_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9682	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_6	ascot.top_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9683	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_7	ascot.top_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9684	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_8	ascot.top_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9685	11	True	True	False	underscore+dot	False	False		Ascot
Ascot.Top_9	ascot.top_9	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9686	11	True	True	False	underscore+dot	False	False		Ascot
Asdown	asdown	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9687	6	False	False	False	none	False	False		Asdown
ashi_l_d__offset	ashi_l_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20973	16	False	False	True	underscore	False	False	offset	ashi
ashi_r_d__offset	ashi_r_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20974	16	False	False	True	underscore	False	False	offset	ashi
ashikubi_l__rot_ashi_l__x100__offset	ashikubi_l__rot_ashi_l__x100__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20975	36	True	False	True	underscore	False	True	offset	ashikubi
ashikubi_r__rot_ashi_r__x100__offset	ashikubi_r__rot_ashi_r__x100__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20976	36	True	False	True	underscore	False	True	offset	ashikubi
Asimpact 1	asimpact 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9688	10	True	True	False	space	False	False		Asimpact
Asimpact 2	asimpact 2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9689	10	True	True	False	space	False	False		Asimpact
Asin	asin	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9690	4	False	False	False	none	True	False		Asin
Asked	asked	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9691	5	False	False	False	none	False	False		Asked
Asked Left	asked left	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9692	10	False	False	True	space	False	False		Asked
Asked Right	asked right	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9693	11	False	False	True	space	False	False		Asked
Asout	asout	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9694	5	False	False	False	none	False	False		Asout
ass bone_L	ass bone_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6989	10	False	False	True	underscore+space	False	False	bone	ass
ass bone_R	ass bone_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6990	10	False	False	True	underscore+space	False	False	bone	ass
Ass1	ass1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9695	4	True	True	False	none	True	False		Ass
Ass2	ass2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9696	4	True	True	False	none	True	False		Ass
AssFatShorts	assfatshorts	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1934	12	False	False	False	none	False	False		AssFatShorts
AssFatShortsBod	assfatshortsbod	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1935	15	False	False	False	none	False	False		AssFatShortsBod
Asshole_1	asshole_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4225	9	True	True	False	underscore	False	False		Asshole
Asshole_2	asshole_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4226	9	True	True	False	underscore	False	False		Asshole
Asshole_3	asshole_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4227	9	True	True	False	underscore	False	False		Asshole
Asshole_4	asshole_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4228	9	True	True	False	underscore	False	False		Asshole
Asshole_5	asshole_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4229	9	True	True	False	underscore	False	False		Asshole
Asshole_6	asshole_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4230	9	True	True	False	underscore	False	False		Asshole
Asshole_7	asshole_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4231	9	True	True	False	underscore	False	False		Asshole
Asshole_8	asshole_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4232	9	True	True	False	underscore	False	False		Asshole
Asshool_1	asshool_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9699	9	True	True	False	underscore	False	False		Asshool
Asshool_2	asshool_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9700	9	True	True	False	underscore	False	False		Asshool
Asshool_3	asshool_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9701	9	True	True	False	underscore	False	False		Asshool
Asshool_4	asshool_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9702	9	True	True	False	underscore	False	False		Asshool
Asshool_5	asshool_5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9703	9	True	True	False	underscore	False	False		Asshool
Asshool_6	asshool_6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9704	9	True	True	False	underscore	False	False		Asshool
Asshool_7	asshool_7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9705	9	True	True	False	underscore	False	False		Asshool
Asshool_8	asshool_8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9706	9	True	True	False	underscore	False	False		Asshool
AssImpactPushUp	assimpactpushup	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9697	15	False	False	False	none	False	False		AssImpactPushUp
AssLower	asslower	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	2821	8	False	False	False	none	False	False		AssLower
AssPlump	assplump	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9698	8	False	False	False	none	False	False		AssPlump
Asup	asup	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9707	4	False	False	False	none	True	False		Asup
Atlas	atlas	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9708	5	False	False	False	none	False	False		Atlas
Attach_bip_pelvis_To_Me	attach_bip_pelvis_to_me	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	2824	23	False	False	False	underscore	False	False	attach	Attach
AU1	au1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4171	3	True	True	False	none	True	False		AU
AU10	au10	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4172	4	True	True	False	none	True	False		AU
AU12	au12	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4173	4	True	True	False	none	True	False		AU
AU12AU25	au12au25	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4174	8	True	True	False	none	False	False		AU
AU13	au13	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4175	4	True	True	False	none	True	False		AU
AU15	au15	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4176	4	True	True	False	none	True	False		AU
AU16	au16	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4177	4	True	True	False	none	True	False		AU
AU17	au17	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4178	4	True	True	False	none	True	False		AU
AU17D	au17d	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4179	5	True	False	False	none	False	False		AU
AU18	au18	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4180	4	True	True	False	none	True	False		AU
AU18Z	au18z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4181	5	True	False	False	none	False	False		AU
AU1AU2	au1au2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4182	6	True	True	False	none	False	False		AU
AU1AU4	au1au4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4183	6	True	True	False	none	False	False		AU
AU2	au2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4184	3	True	True	False	none	True	False		AU
AU20	au20	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4185	4	True	True	False	none	True	False		AU
AU22	au22	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4186	4	True	True	False	none	True	False		AU
AU22Z	au22z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4187	5	True	False	False	none	False	False		AU
AU25	au25	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4188	4	True	True	False	none	True	False		AU
AU26	au26	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4189	4	True	True	False	none	True	False		AU
AU26Z	au26z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4190	5	True	False	False	none	False	False		AU
AU27	au27	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4191	4	True	True	False	none	True	False		AU
AU27Z	au27z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4192	5	True	False	False	none	False	False		AU
AU2AU4	au2au4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4193	6	True	True	False	none	False	False		AU
AU4	au4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4194	3	True	True	False	none	True	False		AU
AU6	au6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4195	3	True	True	False	none	True	False		AU
AU6Z	au6z	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4196	4	True	False	False	none	True	False		AU
AU9	au9	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4197	3	True	True	False	none	True	False		AU
aufsatz	aufsatz	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	3442	7	False	False	False	none	False	False		aufsatz
AWidth	awidth	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4198	6	False	False	False	none	False	False		AWidth
b collar	b collar	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20982	8	False	False	False	space	False	False		b
B. peel off L	b. peel off l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9709	13	False	False	True	space+dot	False	False		B
B. peel off R	b. peel off r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9710	13	False	False	True	space+dot	False	False		B
B1	b1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9711	2	True	True	False	none	True	False		B
B10	b10	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9712	3	True	True	False	none	True	False		B
B11	b11	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9713	3	True	True	False	none	True	False		B
B12	b12	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9714	3	True	True	False	none	True	False		B
B13	b13	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9715	3	True	True	False	none	True	False		B
B14	b14	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9716	3	True	True	False	none	True	False		B
B15	b15	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9717	3	True	True	False	none	True	False		B
B16	b16	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9718	3	True	True	False	none	True	False		B
B2	b2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9719	2	True	True	False	none	True	False		B
B3	b3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9720	2	True	True	False	none	True	False		B
B4	b4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9721	2	True	True	False	none	True	False		B
B5	b5	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9722	2	True	True	False	none	True	False		B
B6	b6	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9723	2	True	True	False	none	True	False		B
B7	b7	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9724	2	True	True	False	none	True	False		B
B8	b8	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9725	2	True	True	False	none	True	False		B
B9	b9	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9726	2	True	True	False	none	True	False		B
Back 0	back 0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9981	6	True	True	False	space	False	False		Back
Back 1	back 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9982	6	True	True	False	space	False	False		Back
Back 1_1	back 1_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9983	8	True	True	False	underscore+space	False	True		Back
Back 2	back 2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9984	6	True	True	False	space	False	False		Back
Back 2_1	back 2_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9985	8	True	True	False	underscore+space	False	False		Back
Back 3	back 3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9986	6	True	True	False	space	False	False		Back
Back 4	back 4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9987	6	True	True	False	space	False	False		Back
Back 4_1	back 4_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9988	8	True	True	False	underscore+space	False	False		Back
Back 6_1	back 6_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9989	8	True	True	False	underscore+space	False	False		Back
Back A_2	back a_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9990	8	True	True	False	underscore+space	False	False		Back
Back arrow 10_1	back arrow 10_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9994	15	True	True	False	underscore+space	False	False		Back
Back arrow 7_1	back arrow 7_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9995	14	True	True	False	underscore+space	False	False		Back
Back B_1	back b_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9991	8	True	True	False	underscore+space	False	False		Back
Back Left	back left	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9992	9	False	False	True	space	False	False		Back
back neck 1	back neck 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20983	11	True	True	False	space	False	False		back
Back Right	back right	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9993	10	False	False	True	space	False	False		Back
back-pull-center	back-pull-center	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20984	16	False	False	False	hyphen	False	False		back
back-pull-side	back-pull-side	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20985	14	False	False	False	hyphen	False	False		back
back-push-center	back-push-center	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20986	16	False	False	False	hyphen	False	False		back
back-push-side	back-push-side	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	20987	14	False	False	False	hyphen	False	False		back
Back.Bow_Left_1	back.bow_left_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9996	15	True	True	True	underscore+dot	False	False		Back
Back.Bow_Left_2	back.bow_left_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9997	15	True	True	True	underscore+dot	False	False		Back
Back.Bow_Right_1	back.bow_right_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9998	16	True	True	True	underscore+dot	False	False		Back
Back.Bow_Right_2	back.bow_right_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9999	16	True	True	True	underscore+dot	False	False		Back
back_lengthen	back_lengthen	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21006	13	False	False	False	underscore	False	False		back
back_lift1	back_lift1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6993	10	True	True	False	underscore	False	False		back
back_lift2	back_lift2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21007	10	True	True	False	underscore	False	False		back
back_shorten	back_shorten	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21008	12	False	False	False	underscore	False	False		back
Back_Support_L	back_support_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	10032	14	False	False	True	underscore	False	False		Back
Back_Support_R	back_support_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	10033	14	False	False	True	underscore	False	False		Back
Back_Sword	back_sword	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	10034	10	False	False	False	underscore	False	False		Back
backboard	backboard	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21009	9	False	False	False	none	False	False		backboard
BackBottom	backbottom	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	10010	10	False	False	False	none	False	False		BackBottom
BackBreath	backbreath	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	10011	10	False	False	False	none	False	False		BackBreath
background	background	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21010	10	False	False	False	none	False	False		background
backhair c00 joint	backhair c00 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21011	18	True	False	False	space	False	False	joint	backhair
backhair c01 joint	backhair c01 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21012	18	True	False	False	space	False	False	joint	backhair
backhair c02 joint	backhair c02 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21013	18	True	False	False	space	False	False	joint	backhair
backhair c03 joint	backhair c03 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21014	18	True	False	False	space	False	False	joint	backhair
backhair l00 joint	backhair l00 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21015	18	True	False	False	space	False	False	joint	backhair
backhair l01 joint	backhair l01 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21016	18	True	False	False	space	False	False	joint	backhair
backhair l02 joint	backhair l02 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21017	18	True	False	False	space	False	False	joint	backhair
backhair l02 joint 1	backhair l02 joint 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21018	20	True	True	False	space	False	False	joint	backhair
backhair r02 joint	backhair r02 joint	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	21019	18	True	False	False	space	False	False	joint	backhair
backhair1.001	backhair1.001	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6994	13	True	True	False	dot	False	False		backhair
