fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
l_neck_19	l_neck_19	CLEAR	left-side neck, numbered	CLEAR	groupFile/Body	Medium		neck is the explicit anatomical referent	2	26506
l_side_holster_0u_0v	l_side_holster_0u_0v	CLEAR	left-side weapon holster, with a UV-style coordinate suffix	NEEDS_DOCTRINE		Medium	no established weapon/props destination	holster referent clear despite the odd coordinate suffix	2	26529
left index intermediate	Left Index Intermediate	CLEAR	left index finger, intermediate phalanx	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard finger-joint terminology	2	16260
leg back ankle left	leg back ankle left	CLEAR	left ankle, back position	CLEAR	groupFile/Legs	High		explicit leg/ankle control	2	26604
leg left boot tassle 3a	leg left boot tassle 3a	CLEAR	"left leg, boot, tassel accessory, variant 3a (obvious misspelling of ""tassel"")"	CLEAR	groupFile/Clothing	High		boot/tassel are explicit clothing referents	2	26632
leg left stc	leg left StC	PARTIAL	"left leg, unclear ""StC"" qualifier"	NEEDS_CONTEXT		Low	StC does not resolve to a recognizable term	leg referent clear, qualifier unclear	2	3964
leg left thigh ctr4	leg left thigh ctr4	CLEAR	left thigh control, variant 4	CLEAR	groupFile/Legs	High		explicit thigh control	2	26664
light 3	Light 3	OPAQUE	"either a light-source prop or a ""light"" degree adjective, variant 3"	NOT_APPLICABLE		Low	no context to choose between the two readings	ambiguous between prop and adjective sense	2	16588
lipupperinner_l	LipUpperInner_L	CLEAR	upper lip, inner, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	2	5452
lipur	lipur	OPAQUE	unclear truncated/abbreviated term	NOT_APPLICABLE		Low	does not confidently resolve to a specific word	ambiguous short fragment	2	348
loincloth back 1	loincloth back 1	CLEAR	loincloth, back, variant 1	CLEAR	groupFile/Clothing	High		plain garment item	2	1855
loot_gen_backpack_d_posed_a_mesh	LOOT_GEN_Backpack_D_Posed_A_Mesh	CLEAR	a backpack prop mesh, posed variant	NEEDS_DOCTRINE		High	no established Props destination	explicit prop mesh, not anatomical	2	16201
lowerarm_roll_left_0	lowerarm_roll_left_0	CLEAR	left forearm roll/twist bone	NEEDS_DOCTRINE		Medium	twist/roll corrective placement is a recurring doctrine question	explicit forearm roll bone	2	8836
magnifier	Magnifier	CLEAR	a magnifying-glass prop	NEEDS_DOCTRINE		High	no established Props destination	explicit prop item, not anatomical	2	5487
mainlidsurprised	MainLidSurprised	CLEAR	"main eyelid, ""surprised"" expression"	CLEAR	groupFile/Face/Eyes	High		explicit eyelid-expression control	2	16832
middlewirebulgeup	MiddleWireBulgeUp	PARTIAL	"an upward bulge effect from a ""wire"" support, object unspecified"	NEEDS_CONTEXT		Low	likely a corset/garment wire-support bulge, but the garment isn't named	bulge+wire+direction without a specific garment referent	2	16930
nostrils_pushin	nostrils_pushin	CLEAR	"nostrils, ""push in"" action"	CLEAR	groupFile/Face/Mid Face	High		explicit nostril control	2	27240
object12	Object12	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	2	17293
opt_acs_year_l8	OPT_acs_year_l8	OPAQUE	"unclear accessory referenced by ""year"", left, segment 8"	NOT_APPLICABLE		Low	year does not resolve to any recognizable object or body part	unclear/possibly mistranscribed token	2	17261
opt_as_r_knee	OPT_AS_R_Knee	CLEAR	right knee	CLEAR	groupFile/Legs	High		knee is the explicit anatomical referent	2	3249
page2_f	Page2_F	OPAQUE	"an unclear ""page"" reference, variant F"	NOT_APPLICABLE		Low	could be a book-prop page or a UI/reference panel; no anchor to decide	"ambiguous ""page"" reference"	2	17439
pelvis_ctrl	pelvis_ctrl	CLEAR	pelvis control	CLEAR	groupFile/Body	High		plain anatomical term	2	27434
piercing.belly_button_pendant_jiggle	Piercing.Belly_Button_Pendant_jiggle	CLEAR	belly-button piercing pendant, jiggle-physics	CLEAR	groupFile/Clothing	High		explicit body-jewelry accessory	2	6200
pincer right mid	Pincer Right Mid	CLEAR	right pincer (creature claw), middle segment	NEEDS_DOCTRINE		Medium	no dedicated creature-appendage destination is obvious from the word alone	appendage referent clear; correct category not self-evident	2	17581
polysurface75	polySurface75	OPAQUE	generic auto-numbered mesh	NOT_APPLICABLE		Low	classic DCC-generated placeholder name	no descriptive content	2	27544
pupils-glaresizebig-l	Pupils-GlareSizeBig-L	CLEAR	left pupil, glare-highlight size increase	CLEAR	groupFile/Face/Eyes	High		explicit eye/pupil control	2	17699
r-ass-smack	R-Ass-Smack	CLEAR	"right buttock ""smack""/impact reaction"	CLEAR	groupFile/Body Morphs	High		explicit buttock-impact morph	2	17868
right_chain	Right_chain	PARTIAL	a chain of unspecified type/object, right side	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + side marker"	2	18343
scrotumright	scrotumRight	CLEAR	right scrotum	CLEAR	groupFile/Body Morphs	High		plain genital body-morph term	2	4046
shin thickness	Shin Thickness	CLEAR	shin (lower leg) thickness	NEEDS_DOCTRINE		Medium	could be a Legs pose-adjacent control or a Body Morphs shape change	thickness signals a shape/size change more than a pose	2	6540
show	show	OPAQUE	a generic visibility toggle, object unspecified	NOT_APPLICABLE		Low	show alone applies to any object	no anchoring referent	2	28269
sk_l_b_leg_1	SK_L_B_leg_1	CLEAR	left leg, back position, segment 1	CLEAR	groupFile/Legs	Medium		leg is the explicit referent despite the rig-code prefix	2	18542
squish-zx	squish-zx	OPAQUE	"a compression/""squish"" effect along a zx axis, object unspecified"	NOT_APPLICABLE		Low	no body part or object is named	technical axis notation with no referent	2	28762
strap_b.02	Strap_B.02	CLEAR	strap, variant B, .02	CLEAR	groupFile/Clothing	High		plain clothing accessory	2	19282
strap_b.03	Strap_B.03	CLEAR	strap, variant B, .03	CLEAR	groupFile/Clothing	High		plain clothing accessory	2	19283
tasselb	TasselB	CLEAR	tassel accessory, variant B	CLEAR	groupFile/Clothing	High		plain clothing accessory	2	19616
tongehide	TONGEHIDE	CLEAR	"hide/retract the tongue (obvious misspelling of ""tongue"")"	CLEAR	groupFile/Face/Tongue	Medium		"tonge reads as a plain misspelling of ""tongue"""	2	19488
topmuscles	TopMuscles	CLEAR	upper-body muscle definition	CLEAR	groupFile/Body Morphs	Medium		muscles is the clear morph referent	2	19880
torch3	Torch3	CLEAR	a torch prop, variant 3	NEEDS_DOCTRINE		High	no established Props destination	explicit prop item	2	19908
turtleneckhouseofmcleavage	TurtleNeckHouseofMCleavage	PARTIAL	a turtleneck garment interacting with cleavage; middle portion unclear	NEEDS_CONTEXT		Low	house of m does not resolve to a clear qualifier	turtleneck+cleavage referents clear, middle segment is unclear	2	19942
unused c_i_position	unused C_I_Position	OPAQUE	"an unclear positional code (""C_I_Position""), explicitly unused"	NOT_APPLICABLE		Low	C_I does not resolve to a recognizable referent	unused marker plus an unclear abbreviation	2	29169
unused.029	unused.029	OPAQUE	generic numbered placeholder, explicitly unused	NOT_APPLICABLE		Low	no anatomical content beyond the unused marker	self-declared unused generic slot	2	29365
upperjaw2	Upperjaw2	CLEAR	upper jaw, variant 2	CLEAR	groupFile/Face/Lower Face	High		explicit jaw control	2	20023
upperraise eyes right	UpperRaise Eyes Right	CLEAR	right eye(s), upper-eyelid raise	CLEAR	groupFile/Face/Eyes	High		explicit eye/eyelid control	2	20005
valvebiped.bip01_r_forearm_helperbone	ValveBiped.Bip01_R_Forearm_Helperbone	CLEAR	right forearm helper bone	NEEDS_DOCTRINE		Medium	helper/corrective bones raise a recurring Arms-vs-helper doctrine question	forearm referent clear, explicitly named as a helper bone	2	1313
wakazashi.tassel_front_7	Wakazashi.Tassel_Front_7	CLEAR	tassel on a wakizashi-sword prop, front, segment 7	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-accessory component	2	20567
wep_bipod_leftleg	WEP_Bipod_LeftLeg	CLEAR	left leg of a weapon's bipod stand	NEEDS_DOCTRINE		Medium	no established weapon/props destination	weapon-accessory component, not character anatomy	2	6838
wep_wick2	WEP_Wick2	CLEAR	"weapon ""wick"" component (e.g. a molotov-style fuse), variant 2"	NEEDS_DOCTRINE		Medium	no established weapon/props destination	weapon-prop component	2	20539
whl_2	whL_2	OPAQUE	"unclear abbreviation (""wheel""? initials?), numbered"	NOT_APPLICABLE		Low	does not confidently resolve	ambiguous short code	2	9363
52	52	OPAQUE	bare number, no words at all	NOT_APPLICABLE		Low	no interpretable content	no semantic content	3	9496
arm left arm twist 1	arm left arm twist 1	CLEAR	left arm twist, variant 1	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit arm-twist bone	3	20751
arm right finger 2	arm right finger 2	CLEAR	right hand, a finger (index by common numbering), segment/joint 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit right-hand finger control	3	20892
backhair4.001	backhair4.001	CLEAR	back hair, segment 4, sub .001	CLEAR	groupFile/Hair	High		plain hair term	3	6995
band.bend_right_1	Band.Bend_Right_1	CLEAR	a band/strip accessory bending, right, variant 1	CLEAR	groupFile/Clothing	Medium		band is a recognizable clothing/accessory referent	3	10076
belly inflat	Belly Inflat	CLEAR	"belly inflation (obvious truncation of ""inflate"")"	CLEAR	groupFile/Body Morphs	High		"Inflat reads as truncated ""Inflate"""	3	314
belly-bottomnude	Belly-bottomnude	CLEAR	"belly, bottom region, ""nude"" (no-clothing) state"	CLEAR	groupFile/Body Morphs	Medium		belly is the clear anatomical referent	3	10140
bikini boobs upward r	Bikini Boobs Upward R	CLEAR	right breast, upward morph, in the context of a bikini	CLEAR	groupFile/Body Morphs	High		boobs upward is an explicit breast-morph control	3	10247
bip faceforeheadtop l	bip faceforeheadtop l	CLEAR	left forehead, top region	CLEAR	groupFile/Face/Upper Face	High		explicit forehead control	3	21164
bip facetempleloout r	bip facetempleloout r	CLEAR	right temple, lower-out direction	CLEAR	groupFile/Face/Upper Face	High		explicit temple control	3	21183
bip fring00 l	bip fring00 l	CLEAR	"left hair fringe, segment 00 (obvious truncation of ""fringe"")"	CLEAR	groupFile/Hair	Medium		"fring reads as truncated ""fringe"""	3	21202
bip upperarmtwist2 r	bip upperarmtwist2 r	CLEAR	right upper arm twist, variant 2	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit upper-arm twist bone	3	21237
bip01_r_forearm009	Bip01_R_Forearm009	CLEAR	right forearm, numbered sub-bone (likely deformation-corrective)	NEEDS_DOCTRINE		Medium	could be primary Arms anatomy or a Correctives-doctrine bone	numbered forearm bone, primary-vs-corrective role unclear from name	3	1130
bip_balls_2_r	Bip_Balls_2_R	CLEAR	right testicle, segment 2	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	3	10590
bip_frangehair1_l	bip_frangehair1_L	CLEAR	"left hair fringe (""frange"" reads as a variant spelling of ""fringe""), segment 1"	CLEAR	groupFile/Hair	Medium		"Frange is a plausible spelling variant of ""fringe"""	3	3544
bip_mustache_r	bip_Mustache_R	CLEAR	right moustache section	CLEAR	groupFile/Hair	High		facial hair, matches established moustache-in-Hair convention	3	21426
bip_r_cloth_d_02	bip_r_cloth_d_02	CLEAR	right-side clothing, variant D, segment 02	CLEAR	groupFile/Clothing	High		explicit clothing control	3	21959
bip_spine_0.002	bip_spine_0.002	CLEAR	spine, numbered sub-bone	NEEDS_DOCTRINE		Medium	same reasoning as def-spine.031	spine referent clear, placement is a doctrine question	3	22083
bip_waist_sub	bip_waist_sub	CLEAR	waist, secondary/sub bone	CLEAR	groupFile/Body	Medium		waist is the explicit anatomical referent	3	22178
bipbrk lthightwist	BipBrk LThighTwist	CLEAR	"left thigh twist bone (per-character ""Brk"" rig)"	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit thigh-twist bone	3	10425
bone 709	bone 709	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	22304
bone.001.l	Bone.001.L	OPAQUE	generic numbered bone, left	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	10968
bone036	Bone036	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	1575
bone041	Bone041	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	1580
bone093	Bone093	OPAQUE	generic numbered bone	NOT_APPLICABLE		Low	no body-part information	bare numbered technical bone	3	11015
bone_eye_l	Bone_eye_L; Bone_Eye_L	CLEAR	"left eye (generic ""Bone"" prefix does not remove the explicit ""Eye"" referent)"	CLEAR	groupFile/Face/Eyes	High		Eye_L is unambiguous despite the generic prefix	3	4381; 1168
boobjobl+boobjobr	BoobJobL+BoobJobR	CLEAR	breast augmentation/size morph, left+right combined	CLEAR	groupFile/Body Morphs	High		boob job is an unambiguous breast-morph term	3	11191
box06	Box06	OPAQUE	generic numbered box prop	NOT_APPLICABLE		Low	no descriptive content beyond a generic prop label	generic numbered box	3	11301
brows-r-surprise	Brows-R-Surprise	CLEAR	"right eyebrow, ""surprise"" expression"	CLEAR	groupFile/Face/Upper Face	High		explicit eyebrow-expression control	3	11516
btn.hour	Btn.Hour	CLEAR	the hour-hand button/control of a clock or watch prop	NEEDS_DOCTRINE		Medium	no established Props destination	explicit clock/watch-prop control	3	11529
c facebase b	C FaceBase b	PARTIAL	a center face base/root bone, variant b	NEEDS_CONTEXT		Low	base suggests a technical root bone rather than a specific facial feature	face referent present, specific feature unclear	3	4444
chain_2	chain_2; Chain_2	PARTIAL	a chain of unspecified type/object, numbered	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + number"	3	7557; 11957
chain_22	chain_22	PARTIAL	a chain of unspecified type/object, numbered	NEEDS_CONTEXT		Low	no owning object stated	"bare ""chain"" + number"	3	7560
chin3.c	chin3.C	CLEAR	chin, segment 3, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin control	3	23008
cord5	Cord5	PARTIAL	a cord/rope-like object, variant 5, owning object unspecified	NEEDS_CONTEXT		Low	could be a drawstring, cable, or decorative cord	object type (cord) known, but not what it belongs to	3	12327
def-spine.031	DEF-spine.031	CLEAR	spine, numbered deform bone	NEEDS_DOCTRINE		Medium	spine bones are known to split across many Master destinations depending on role	spine referent clear, specific placement is a doctrine question	3	12607
def-thigh.r.004	DEF-thigh.R.004	CLEAR	right thigh, deform-chain sub-bone 004	CLEAR	groupFile/Legs	Medium		"DEF- prefix is a rig-tool marker; ""thigh.R"" is the real referent"	3	2951
fbx_murasaki_face	fbx_murasaki_face	PARTIAL	"a face-related marker for a character (""Murasaki"")"	NEEDS_CONTEXT		Low	"no specific facial control or feature is named beyond ""face"""	character+face referents present, specific function unclear	3	24004
fbx_sakura_zero_face_none	fbx_sakura_zero_face_none	PARTIAL	"a face-related marker for a character (""Sakura"") in a null/default state"	NEEDS_CONTEXT		Low	zero_face_none reads as a technical default marker rather than naming a specific control	character+face referents present, exact function unclear	3	7778
finger2a	finger2a	CLEAR	a finger (side unspecified), variant 2a	CLEAR	groupFile/Fingers	Medium	no left/right marker present, so a specific side cannot be assigned	clear finger referent but no side marker to route to Left/RightFingers	3	24030
flm-arma-swordb-lr	Flm-ArmA-SwordB-LR	CLEAR	"a sword prop mounted via an arm-attachment system (per-character ""Flm"" rig)"	NEEDS_DOCTRINE		Medium	no established weapon/props destination	explicit weapon-prop component	3	14041
flm-armb-leg-rbc	Flm-ArmB-Leg-RBC	PARTIAL	"an arm-to-leg strap/attachment, right side, ""RBC"" suffix unclear"	NEEDS_CONTEXT		Low	"combining ""Arm"" and ""Leg"" is unusual; likely a weapon/gear strap but not certain"	arm+leg referents present but combined oddly, suffix unresolved	3	14114
flowerchoker1.r	FlowerChoker1.R	CLEAR	flower-decorated choker, right, variant 1	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	14166
frily_root_2.r	Frily_Root_2.R	CLEAR	frilly clothing decoration, root bone, variant 2, right	CLEAR	groupFile/Clothing	Medium		"Frily reads as ""frilly"" clothing decoration"	3	14243
frontflaptopnarrower	FrontFlapTopNarrower	CLEAR	"a front clothing flap, top, ""narrower"" shape morph"	CLEAR	groupFile/Clothing	Medium		flap is the clear clothing-piece referent	3	278
gag_l_02	Gag_L_02	CLEAR	a gag accessory (worn mouth item), left, variant 02	CLEAR	groupFile/Clothing	Medium		gag is a worn accessory item	3	14322
generichuman_c_chinjnt	GenericHuman_C_chinJnt	CLEAR	center chin joint (GenericHuman template rig)	CLEAR	groupFile/Face/Lower Face	High		explicit chin referent despite the template-rig prefix	3	3049
generichuman_r_nostriljnt	GenericHuman_r_nostrilJnt	CLEAR	right nostril joint (GenericHuman template rig)	CLEAR	groupFile/Face/Mid Face	High		explicit nostril referent	3	3072
head chin middle	head chin middle	CLEAR	head, chin, center	CLEAR	groupFile/Face/Lower Face	High		explicit chin control	3	2620
hiji_r__rot_ude_r__z50__offset	hiji_r__rot_ude_r__z50__offset	CLEAR	right elbow rotation offset (Japanese rig terms: hiji=elbow, ude=arm)	CLEAR	groupFile/Arms	Medium		Japanese MMD-style anatomical naming for the right elbow	3	26071
innerlips top left	innerlips top left	CLEAR	inner lips, top, left	CLEAR	groupFile/Face/Lower Face	High		explicit lip control	3	26153
jiggle4	Jiggle4	PARTIAL	a jiggle/secondary-motion bone, object unspecified	NEEDS_CONTEXT		Low	jiggle names a function but not what is jiggling	function word present, no owning object	3	15807
key 17	Key 17	OPAQUE	"an unlabeled numbered ""key"" slot"	NOT_APPLICABLE		Low	no description attached	bare key-slot placeholder	3	801
key.9	Key.9	OPAQUE	"an unlabeled numbered ""key"" slot"	NOT_APPLICABLE		Low	"no description attached, unlike the ""Key N - Description"" convention seen elsewhere"	bare key-slot placeholder	3	15848
key.black_3	Key.Black_3	CLEAR	black piano/instrument key, numbered 3	NEEDS_DOCTRINE		High	no established Props/instrument destination	explicit instrument-prop key	3	15873
l sideburn g phy	l sideburn g phy	CLEAR	left sideburn, physics-simulated	CLEAR	groupFile/Hair	High		plain hair term	3	26384
l_outer_lower	l_outer_lower	OPAQUE	left, outer, lower -- positional words only, object unspecified	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	3	8714
l_rear_holster_0u_8v	l_rear_holster_0u_8v	CLEAR	left rear weapon holster, with a UV-style coordinate suffix	NEEDS_DOCTRINE		Medium	no established weapon/props destination	holster referent clear despite the odd coordinate suffix	3	26520
left little intermediate	Left Little Intermediate	CLEAR	"left pinky (""little"") finger, intermediate phalanx"	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		little finger is a standard name for the pinky	3	16264
left_6	left_6	OPAQUE	"bare ""left"" + number, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure side marker with no referent	3	8728
leftlowerleg	LeftLowerLeg	CLEAR	left lower leg	CLEAR	groupFile/Legs	High		plain anatomical term	3	16389
leg right knee_ctr	leg right knee_ctr	CLEAR	right knee control	CLEAR	groupFile/Legs	High		explicit knee control	3	1064
magazine_full	Magazine_full	CLEAR	"a weapon magazine, ""full"" (loaded) state"	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-prop state	3	441
microleft	MicroLeft	OPAQUE	"something ""micro""-scale, left side, object unspecified"	NOT_APPLICABLE		Low	micro does not name any body part or object	adjective + side marker with no referent	3	16902
mlid_r_1	MLid_R_1	CLEAR	right eyelid (mid-lid), variant 1	CLEAR	groupFile/Face/Eyes	Medium		lid is the recognizable eyelid referent	3	3201
moustache_l_2	Moustache_L_2	CLEAR	left moustache section, variant 2	CLEAR	groupFile/Hair	High		facial hair, matches established moustache-in-Hair convention	3	16949
necklace rope	necklace rope	CLEAR	a rope-style necklace	CLEAR	groupFile/Clothing	High		explicit clothing accessory	3	27191
nipple up	nipple up	CLEAR	"nipple, ""up"" position/direction"	CLEAR	groupFile/Body Morphs	High		explicit body-morph nipple control	3	27194
null.002	Null.002	OPAQUE	a generic empty/null transform helper object	NOT_APPLICABLE		Low	null objects carry no semantic content	generic DCC null/empty object	3	5924
object40	Object40	OPAQUE	generic auto-numbered mesh/object name	NOT_APPLICABLE		Low	no descriptive content	DCC placeholder name	3	17320
opt_hand_right_pinky2	OPT_Hand_Right_Pinky2	CLEAR	right hand pinky finger, segment 2	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger convention	3	3293
pants string ２.r	Pants string ２.R	CLEAR	pants drawstring, variant 2, right	CLEAR	groupFile/Clothing	High		explicit clothing drawstring	3	17504
pelerinecentr_l	PelerineCentr_L	CLEAR	a pelerine (cape/collar garment), center, left	CLEAR	groupFile/Clothing	Medium		Pelerine is a recognized garment term	3	17542
pendant.chain_2	Pendant.Chain_2	CLEAR	a pendant necklace chain, variant 2	CLEAR	groupFile/Clothing	High		explicit jewelry/accessory item	3	6189
r beltc spo	R BeltC Spo	CLEAR	"right belt, variant C, ""spo"" (likely ""spare"")"	CLEAR	groupFile/Clothing	High		explicit clothing belt control	3	17824
r_butt_left	R_Butt_left	CLEAR	"left buttock (an ""R"" rig/character-code prefix, ""Butt_left"" is the referent)"	CLEAR	groupFile/Body Morphs	Medium	"the leading ""R"" is ambiguous (could be a code, not ""right"") but does not obscure the clear ""Butt_left"" referent"	explicit buttock referent despite the odd leading letter	3	6307
r_frontpaw	R_FrontPaw	CLEAR	right front paw (creature appendage)	NEEDS_DOCTRINE		High	no dedicated creature-anatomy Master destination exists	non-human creature limb	3	18019
rforearmex	RForeArmEX	CLEAR	"right forearm, ""EX"" (extra/helper) variant"	NEEDS_DOCTRINE		Medium	"the ""EX"" suffix suggests a helper/corrective bone, raising the usual placement doctrine question"	"forearm referent clear; ""EX"" marks it as a secondary/helper variant"	3	17923
rightnipple1	RightNipple1	CLEAR	right nipple, variant 1	CLEAR	groupFile/Body Morphs	High		plain body-morph term	3	18300
rightupperlid	RightUpperLid	CLEAR	right upper eyelid	CLEAR	groupFile/Face/Eyes	High		explicit eyelid control	3	18315
ringleft2	RingLeft2	CLEAR	left ring finger, variant 2	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		explicit finger control	3	821
rough_small_7	rough_small_7	OPAQUE	"two adjectives (""rough"", ""small"") with no object, numbered"	NOT_APPLICABLE		Low	neither word names a body part or object	adjectives with no referent	3	28140
rtoemid02	rToeMid02	CLEAR	right middle toe, segment 02	CLEAR	groupFile/Toes/RightToes	High		explicit toe control	3	27733
shorts non futa shadow	Shorts Non Futa Shadow	PARTIAL	a shading/texture toggle for shorts, specific to a non-futa body variant	NEEDS_CONTEXT		Low	shadow could mean a shading toggle or a geometry variant; not fully clear	"shorts (clothing) referent clear, exact function of ""shadow"" unclear"	3	18815
side_right_7	side_right_7	OPAQUE	a right-side positional marker, object unspecified	NOT_APPLICABLE		Low	no object-type word at all, purely positional	pure position code with no referent	3	9059
taurenmale_hd_bone_78	taurenmale_hd_bone_78	OPAQUE	a numbered head bone on the Tauren creature skeleton, no specific part named	NOT_APPLICABLE		Low	bone_78 carries no anatomical specificity	bare numbered technical bone	3	28931
tentacletopleft2	TentacleTopLeft2	CLEAR	a tentacle (creature appendage), top-left, variant 2	NEEDS_DOCTRINE		High	no dedicated creature-appendage destination is obvious from the word alone	explicit creature-appendage referent	3	19673
top_right	TOP_RIGHT	OPAQUE	"top + ""right"" -- positional words only, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	3	19505
unused b_l_ankle2helper	unused b_l_ankle2helper	CLEAR	left ankle helper bone, explicitly marked unused	NEEDS_DOCTRINE		Medium	same reasoning as unusedhandr	ankle referent clear; unused+helper marker raises a doctrine question	3	29181
unusedbone_3b item_ffx_x-2_rikku_by_xxkammyxx	unusedbone_3B item_FFX_X-2_Rikku_By_xXKammyXx	PARTIAL	"a generic unused placeholder bone carrying an embedded creator-credit string (references the character ""Rikku"" from Final Fantasy X-2)"	NOT_APPLICABLE		Medium	the bone itself has no anatomical content; the remainder is attribution metadata, not a body-part referent	unused generic bone with attached credit/attribution text, no anatomical information	3	29523
unuseddummy	unuseddummy	OPAQUE	a generic unused dummy placeholder	NOT_APPLICABLE		Low	no anatomical content beyond the placeholder markers	self-declared unused generic dummy	3	29529
unusedhandr	unusedhandr	CLEAR	right hand, explicitly marked unused	NEEDS_DOCTRINE		Medium	"hand is a clear Arms referent, but the explicit ""unused"" marker raises a separate accessibility/Useless doctrine question"	"hand referent clear; disposition depends on how ""unused"" should be treated"	3	9296
upperhead	UpperHead	CLEAR	the upper portion of the head	NEEDS_DOCTRINE		Medium	could map to a general head/skull destination or Face/Expressions; not obvious which from the word alone	head referent clear, specific Master category is a doctrine call	3	19990
vag inner2 2	vag inner2 2	CLEAR	vagina, inner, variant 2-2	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	3	29629
valvebiped.bip01_l_middle01	ValveBiped.Bip01_L_Middle01	CLEAR	left middle finger, segment 01	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard ValveBiped finger convention	3	6727
valvebiped.bip01_pack3	ValveBiped.Bip01_Pack3	CLEAR	a backpack/pack prop, segment 3	CLEAR	groupFile/Clothing	Medium		worn pack/bag item, consistent with other bag/backpack entries	3	657
valvebiped.bip01_vag_l_2	ValveBiped.Bip01_Vag_L_2	CLEAR	left vagina, segment 2	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	3	6763
wep_paddle1_button	WEP_Paddle1_Button	CLEAR	a weapon paddle/release button, variant 1	NEEDS_DOCTRINE		Medium	no established weapon/props destination	weapon-control button	3	6883
wep_shell5	WEP_Shell5	CLEAR	weapon shell casing, variant 5	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-prop component	3	20507
wheelback_base	wheelback_base	CLEAR	"base component of a ""wheel back"" mechanical/vehicle prop"	NEEDS_DOCTRINE		Medium	no established Props destination	mechanical prop part, not anatomical	3	29684
adjust_knuckle_a_l	adjust_knuckle_A_L	CLEAR	left knuckle adjustment, variant a	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		knuckle is an explicit finger-joint referent	4	20713
arm left shoulder 2 ctr3	arm left shoulder 2 ctr3	CLEAR	left shoulder control, variant 2, ctr3	CLEAR	groupFile/Arms	High		explicit shoulder control	4	20829
arm right finger 4xx	arm right finger 4xx	CLEAR	"right hand, finger 4 (pinky by common numbering), ""xx"" variant marker"	CLEAR	groupFile/Arms/RightArm/RightFingers	Medium		"finger referent explicit despite the unusual ""xx"" suffix"	4	3433
au18z	AU18Z	OPAQUE	ambiguous alphanumeric code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	4	4181
backhair5.001	backhair5.001	CLEAR	back hair, segment 5	CLEAR	groupFile/Hair	High		plain hair term	4	6996
backlegs	backlegs	CLEAR	back legs (implies a quadruped/non-human creature with more than two legs)	NEEDS_DOCTRINE		Medium	"standard Legs taxonomy assumes a two-legged biped; ""back legs"" implies non-human structure"	legs referent clear, but the plural/creature framing raises a scope question	4	21020
ballsdetail4	BallsDetail4	CLEAR	testicle detail morph, variant 4	CLEAR	groupFile/Body Morphs	High		explicit genital anatomical term	4	10065
beard_r_131	Beard_R_131	CLEAR	right-side beard section, numbered	CLEAR	groupFile/Hair	High		facial hair, consistent with the moustache-in-Hair convention	4	10133
belthat_bone_r_02	beltHat_bone_r_02	PARTIAL	"an unusual combined ""belt hat"" accessory bone, right, variant 02"	NEEDS_CONTEXT		Low	belt hat is not a standard garment term; exact object unclear	clothing/accessory-adjacent referents present but the combined object is unusual	4	7023
bigtoe2_l	bigToe2_l	CLEAR	left big toe, segment 2	CLEAR	groupFile/Toes/LeftToes	High		explicit toe control	4	7031
bip facetemplemiin r	bip facetemplemiin r	CLEAR	right face temple, positional qualifier unclear	CLEAR	groupFile/Face/Upper Face	Medium	"miin does not resolve to a standard word, but does not block the clear ""temple"" referent"	temple is explicit despite an unclear trailing qualifier	4	21185
