fold_key	exact_spellings	old_path	new_path	decision	provenance	short_reason
bip01_r_upperarm008	Bip01_R_UpperArm008	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_elbow_inner_helper	l_elbow_inner_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right wrist ctrl	arm right wrist ctrl	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
wrist joint a	Wrist Joint A	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm right wrist ctrl 2	arm right wrist ctrl 2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
sakotsu_rt_l__const_kata_l__rot_sakotsu_l__x0	sakotsu_rt_l__const_kata_l__rot_sakotsu_l__x0	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rarmtwist0	rArmTwist0	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm	arm	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm left lower 1	arm left lower 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm002	Bip01_R_Forearm002	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bone-r-upperarm-twist	Bone-R-UpperArm-Twist	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.bip01_r_clavivle	ValveBiped.Bip01_R_Clavivle	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_upperarm009	Bip01_R_UpperArm009	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_forearm013	Bip01_L_Forearm013	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder 2 adj. 1	arm left shoulder 2 adj. 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_upperarm003	Bip01_L_UpperArm003	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_l_arm_roll	bip_l_arm_roll	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
handshide	HandsHide	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm left upper	arm left upper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm.left_base	Arm.Left_Base	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
hand_rotate_r	Hand_Rotate_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left elbow adj. 1	arm left elbow adj. 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.bip01_l_shoulder_ctr	ValveBiped.Bip01_L_Shoulder_CTR	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
kata_r_d__offset	kata_r_d__offset	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip armpit l	bip armpit l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left wrist twist 1	arm left wrist twist 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
shoulder left	shoulder left	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_upperarm010	Bip01_R_UpperArm010	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left wrist adjuster	Arm Left Wrist Adjuster	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_clavicle018	Bip01_R_Clavicle018	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip forearmtwistmiddle l	bip forearmtwistmiddle l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_twist_l	arm_twist_l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right upper	arm right upper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
lowerarm_twist_l_01	lowerarm_twist_l_01	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
upperarm_right	upperarm_right	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right roll 2	arm right roll 2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
second_arms_r_1	Second_Arms_R_1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_wrist_upper_b_helper	l_wrist_upper_b_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
flexor radialis	Flexor Radialis	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm right shoulder 2 ctr 2	arm right shoulder 2 ctr 2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip001-r-foretwist	Bip001-R-ForeTwist	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_elbow_twist_b_base_helper	r_elbow_twist_b_base_helper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
upperarmtwist2left	UpperArmTwist2Left	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder 2 ctr 1	arm right shoulder 2 ctr 1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.bip01_r_shoulder_ctr	ValveBiped.Bip01_R_Shoulder_CTR	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
helper_elbow_l	helper_elbow_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r deltoidb spo	R DeltoidB Spo	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.bip01_r_upperarmtwist2	ValveBiped.Bip01_R_UpperarmTwist2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm.right_base	Arm.Right_Base	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_hand008	Bip01_R_Hand008	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_wrist_upper_a_helper	l_wrist_upper_a_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left feathers	Arm Left Feathers	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_claw_f	bip_claw_f	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm left shoulder 1 ctr3	arm left shoulder 1 ctr3	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_elbow_twist_c_helper	l_elbow_twist_c_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_clavicle017	Bip01_R_Clavicle017	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
adjust_shoulder_r	adjust_shoulder_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_upperarm009	Bip01_L_UpperArm009	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rightupperforearm_helper	RightUpperForeArm_helper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder 2 ctr 1	arm left shoulder 2 ctr 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm011	Bip01_R_Forearm011	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder 2 ctr.001	arm right shoulder 2 ctr.001	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
hand_rotate1_r	Hand_Rotate1_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder ctrl 1	arm right shoulder ctrl 1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right feathers	Arm Right Feathers	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_stone_l_uparmtwist1	Bip_STONE_L_UpArmTwist1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
def-shoulder.r	DEF-shoulder.R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_bicep_twist_l	bip_bicep_twist_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
flm-armb-arm-re	Flm-ArmB-Arm-RE	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	verified mirrored Flm-ArmB-Arm-L/R lettered family (A-I complete on both sides)
carmup.l	CArmUp.L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
third_arms_r_2	Third_Arms_R_2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_upperarm007	Bip01_L_UpperArm007	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bipflm l foretwist1	BipFlm L ForeTwist1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l__frontpaw	L__FrontPaw	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip wristtwistbase r	bip wristtwistbase r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder 2 adj. 1	arm right shoulder 2 adj. 1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder 2 adj. 4	arm right shoulder 2 adj. 4	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right wrist a	arm right wrist a	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
biceps_r	biceps_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
collar_l1	Collar_L1	groupFile/Arms	groupFile/Arms	DEFERRED_UNCLEAR	PHASE2_IMPORTED	Only cross-domain 'Collar_R1' match is in Clothing, an unrelated domain -- not a genuine anatomical mirror.
bip01-r-hand001	Bip01-R-Hand001	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_arm_rotate1_r	bip_Arm_Rotate1_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_twist.r	arm_twist.r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
(flex) arms	(FLEX) Arms	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
arm left shoulder adj 4	arm left shoulder adj 4	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm010	Bip01_R_Forearm010	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
opt_as_r_armtwist_a	OPT_AS_R_ArmTwist_A	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
palmrsred1	PalmRSred1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
larmj	LArmJ	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_hand_rotate1_l	bip_Hand_Rotate1_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_stone_r_uparmtwist	Bip_STONE_R_UpArmTwist	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r forearmrollc spo	R ForearmrollC Spo	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
crow_2.humerus_r	Crow_2.Humerus_R	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l_elbow_twist_b_helper	l_elbow_twist_b_helper	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_forearm_00001	r_forearm_00001	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_clavicle002	Bip01_L_Clavicle002	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l forearmrollc spo	L ForearmrollC Spo	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l deltoidc spo	L DeltoidC Spo	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
r_elbow_twist_a_base_helper	r_elbow_twist_a_base_helper	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bipqwn r foretwist1	BipQwn R ForeTwist1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left wrist a	arm left wrist a	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
armhandsuitraisecenteronly	ArmHandSuitRaiseCenterOnly	groupFile/Arms	groupFile/Arms	REMAINED_UNSIDED	PHASE2_IMPORTED	genuinely unsided or no reliable side marker found
pincer right root	Pincer Right Root	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right shoulder 1 ctr4	arm right shoulder 1 ctr4	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
right_shoulderc	right_shoulderC	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
elbowright	ElbowRight	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
palmlsred	PalmLSred	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
canine_rfrontleg2	Canine_RFrontLeg2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left fist	arm left fist	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_forearm004	Bip01_R_Forearm004	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
palmlbezi1	PalmLBezi1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
left arm screw 1	Left arm screw 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right elbow adj.	arm right elbow adj.	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_bobby_r_uparmtwist1	Bip_BOBBY_R_UpArmTwist1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rhandex	RHandEX	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
mot14_rightarm	MOT14_RightArm	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_forearm010	Bip01_L_Forearm010	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
clav_left	clav_left	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l forearmrollb spo	L ForearmrollB Spo	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
l deltoidb spo	L DeltoidB Spo	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_upperarm007	Bip01_R_UpperArm007	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
valvebiped.bip01_r_forearmtwist2	ValveBiped.Bip01_R_ForearmTwist2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right wrist twist 2	arm right wrist twist 2	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
hand_rotate_l	Hand_Rotate_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip upperarmtwist2 l	bip upperarmtwist2 l	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip shoulderbackin r	bip shoulderbackin r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder ctr2	arm left shoulder ctr2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip_bobby_l_uparmtwist	Bip_BOBBY_L_UpArmTwist	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
canine_lfrontleg2	Canine_LFrontLeg2	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left shoulder ctrl 1	arm left shoulder ctrl 1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
right_hand_twist3_end	right_hand_twist3_end	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left elbow adj. 3	arm left elbow adj. 3	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm left elbow twist1	arm left elbow twist1	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right elbow adjust a	arm right elbow adjust a	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_hand019	Bip01_R_Hand019	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm_rotate_l	Arm_Rotate_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_r_hand018	Bip01_R_Hand018	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip forearmtwistbottom r	bip forearmtwistbottom r	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
larmtwist3	lArmTwist3	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
rshoulderjb	RShoulderJb	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
bip01_l_clavicle008	Bip01_L_Clavicle008	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
arm right elbow twist1	arm right elbow twist1	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
adjust_wrist_l	adjust_wrist_L	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
v_weapon.right_arm	v_weapon.Right_Arm	groupFile/Arms	groupFile/Arms/RightArm	MOVED_RIGHT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
larmtwist0	lArmTwist0	groupFile/Arms	groupFile/Arms/LeftArm	MOVED_LEFT	PHASE2_IMPORTED	token-based naming convention match (see full LEFT/RIGHT review lists)
